f	pi	p0
0.02564	649.0	699.0
0.05128	220.0	377.0
0.07692	148.0	224.0
0.10256	79.0	160.0
0.12821	71.0	145.0
0.15385	39.0	135.0
0.17949	52.0	118.0
0.20513	17.0	81.0
0.23077	28.0	80.0
0.25641	27.0	102.0
0.28205	25.0	89.0
0.30769	35.0	57.0
0.33333	21.0	58.0
0.35897	16.0	58.0
0.38462	20.0	60.0
0.41026	5.0	25.0
0.4359	20.0	39.0
0.46154	21.0	38.0
0.48718	20.0	20.0
0.51282	9.0	35.0
0.53846	18.0	34.0
0.5641	8.0	38.0
0.58974	10.0	39.0
0.61538	9.0	37.0
0.64103	10.0	24.0
0.66667	9.0	23.0
0.69231	7.0	32.0
0.71795	11.0	23.0
0.74359	3.0	15.0
0.76923	10.0	30.0
0.79487	5.0	19.0
0.82051	5.0	35.0
0.84615	7.0	26.0
0.87179	3.0	30.0
0.89744	1.0	21.0
0.92308	11.0	32.0
0.94872	8.0	19.0
0.97436	10.0	22.0
1.0	3.0	25.0
