f	pi	p0
0.02564	638.0	714.0
0.05128	234.0	421.0
0.07692	123.0	260.0
0.10256	77.0	185.0
0.12821	73.0	151.0
0.15385	40.0	125.0
0.17949	50.0	117.0
0.20513	30.0	76.0
0.23077	33.0	87.0
0.25641	31.0	78.0
0.28205	39.0	85.0
0.30769	17.0	57.0
0.33333	11.0	56.0
0.35897	9.0	63.0
0.38462	18.0	84.0
0.41026	14.0	33.0
0.4359	20.0	44.0
0.46154	26.0	44.0
0.48718	10.0	27.0
0.51282	10.0	32.0
0.53846	11.0	37.0
0.5641	1.0	42.0
0.58974	9.0	38.0
0.61538	4.0	28.0
0.64103	7.0	33.0
0.66667	5.0	39.0
0.69231	3.0	51.0
0.71795	10.0	27.0
0.74359	4.0	26.0
0.76923	6.0	21.0
0.79487	9.0	20.0
0.82051	5.0	23.0
0.84615	4.0	19.0
0.87179	3.0	27.0
0.89744	5.0	21.0
0.92308	8.0	24.0
0.94872	7.0	16.0
0.97436	6.0	15.0
1.0	9.0	20.0
