f	pi	p0
0.02564	675.0	767.0
0.05128	224.0	406.0
0.07692	136.0	247.0
0.10256	92.0	170.0
0.12821	64.0	175.0
0.15385	39.0	126.0
0.17949	36.0	135.0
0.20513	21.0	87.0
0.23077	31.0	56.0
0.25641	31.0	89.0
0.28205	20.0	81.0
0.30769	18.0	58.0
0.33333	15.0	78.0
0.35897	9.0	52.0
0.38462	21.0	48.0
0.41026	7.0	36.0
0.4359	21.0	56.0
0.46154	20.0	51.0
0.48718	15.0	17.0
0.51282	7.0	32.0
0.53846	18.0	25.0
0.5641	9.0	46.0
0.58974	9.0	51.0
0.61538	9.0	42.0
0.64103	13.0	30.0
0.66667	12.0	17.0
0.69231	5.0	32.0
0.71795	16.0	22.0
0.74359	4.0	34.0
0.76923	7.0	26.0
0.79487	10.0	26.0
0.82051	3.0	23.0
0.84615	4.0	20.0
0.87179	8.0	34.0
0.89744	4.0	27.0
0.92308	10.0	24.0
0.94872	8.0	31.0
0.97436	7.0	13.0
1.0	13.0	20.0
