id	pop	alpha	pvalue	test
FBgn0000055	RAL	0.6296296296296297	0.602683178534572	emkt2
FBgn0000055	RAL	0.7619047619047619	0.5692307692307691	fww1
FBgn0000055	RAL	0.7619047619047619	0.5692307692307691	fww2
FBgn0000055	RAL	0.762	0.2745098039215698	imp1
FBgn0000055	RAL	0.762	0.2745098039215698	imp2
FBgn0000056	RAL	-3.667	0.10194024976633687	std
FBgn0000057	RAL	0.621	0.1072428005659913	std
FBgn0000057	RAL	0.6210526315789473	0.10724280056599227	emkt1
FBgn0000057	RAL	0.6210526315789473	0.10724280056599227	emkt2
FBgn0000057	RAL	0.6842105263157895	0.6060037523452262	fww1
FBgn0000057	RAL	0.6842105263157895	0.6060037523452262	fww2
FBgn0000057	RAL	0.684	0.09078398014518185	imp1
FBgn0000057	RAL	0.684	0.09078398014518185	imp2
FBgn0000061	RAL	-0.222	0.9999999999999931	std
FBgn0000063	RAL	0.125	1.0	std
FBgn0000063	RAL	0.12499999999999989	1.0	emkt1
FBgn0000063	RAL	0.30000000000000004	0.5908975444345184	emkt2
FBgn0000063	RAL	0.12499999999999989	1.0	fww1
FBgn0000063	RAL	0.58	0.4290027178394885	fww2
FBgn0000063	RAL	0.125	1.0	imp1
FBgn0000063	RAL	0.58	0.1394148951413531	imp2
FBgn0000071	RAL	0.4	1.0	std
FBgn0000075	RAL	-4.333	0.07064597648829146	std
FBgn0000075	RAL	-1.6666666666666665	0.38992698139040144	emkt1
FBgn0000075	RAL	-2.333333333333333	0.2288677044774648	emkt2
FBgn0000075	RAL	-0.11111111111111116	1.0	fww1
FBgn0000075	RAL	-0.25	0.9999999999999977	fww2
FBgn0000075	RAL	-0.111	1.0	imp1
FBgn0000075	RAL	-0.25	1.0	imp2
FBgn0000077	RAL	-2.5	0.30684418556271853	std
FBgn0000077	RAL	-1.3333333333333335	0.5756188891200307	emkt1
FBgn0000077	RAL	-1.3333333333333335	0.5756188891200307	emkt2
FBgn0000077	RAL	-0.5555555555555556	1.0	fww1
FBgn0000077	RAL	-1.3333333333333335	0.5087719298245624	fww2
FBgn0000077	RAL	-0.556	0.9999999999999951	imp1
FBgn0000077	RAL	-1.333	0.5756188891200307	imp2
FBgn0000078	RAL	0.02	1.0	std
FBgn0000078	RAL	0.02000000000000013	1.0	emkt1
FBgn0000078	RAL	0.02000000000000013	1.0	emkt2
FBgn0000078	RAL	0.06666666666666676	1.0	fww1
FBgn0000078	RAL	0.06666666666666676	1.0	fww2
FBgn0000078	RAL	0.067	0.9999999999999999	imp1
FBgn0000078	RAL	0.067	0.9999999999999999	imp2
FBgn0000079	RAL	0.3	0.9999999999999982	std
FBgn0000079	RAL	0.4	0.6733521783999635	emkt1
FBgn0000079	RAL	0.30000000000000004	1.0	emkt2
FBgn0000079	RAL	0.6	0.6083916083916088	fww1
FBgn0000079	RAL	0.33333333333333337	0.9999999999999993	fww2
FBgn0000079	RAL	0.6	0.38644650842793277	imp1
FBgn0000079	RAL	0.333	0.6733521783999635	imp2
FBgn0000092	RAL	0.643	0.18367154696409224	std
FBgn0000097	RAL	0.2	0.7769900579526473	std
FBgn0000097	RAL	0.6	0.20561457897509175	emkt1
FBgn0000097	RAL	0.43999999999999995	0.3750351129594127	emkt2
FBgn0000097	RAL	0.8571428571428572	0.11516494253935552	fww1
FBgn0000097	RAL	0.8181818181818181	0.21934455651003473	fww2
FBgn0000097	RAL	0.857	0.009401286491835643	imp1
FBgn0000097	RAL	0.818	0.03258285006234045	imp2
FBgn0000114	RAL	0.845	0.021325178014154806	std
FBgn0000116	RAL	-6.385	0.01947243307374747	std
FBgn0000116	RAL	-3.615384615384616	0.08355812136156232	emkt1
FBgn0000116	RAL	-3.615384615384616	0.08355812136156232	emkt2
FBgn0000116	RAL	-2.0	0.36521739130434633	fww1
FBgn0000116	RAL	-1.5714285714285712	0.6146245059288503	fww2
FBgn0000116	RAL	-2.0	0.41570319434612707	imp1
FBgn0000116	RAL	-1.571	0.4263997033741182	imp2
FBgn0000119	RAL	-1.733	0.04003465645855747	std
FBgn0000119	RAL	-0.7491039426523298	0.3497113163449791	emkt1
FBgn0000119	RAL	-0.8584229390681002	0.2545529664851957	emkt2
FBgn0000119	RAL	0.1527777777777779	1.0	fww1
FBgn0000119	RAL	0.23750000000000004	0.9999999999999603	fww2
FBgn0000119	RAL	0.153	0.7700365470889202	imp1
FBgn0000119	RAL	0.237	0.547968786846693	imp2
FBgn0000120	RAL	-1.679	0.25344980115401233	std
FBgn0000139	RAL	0.118	0.9999999999999981	std
FBgn0000139	RAL	0.2647058823529411	0.7510436583124616	emkt1
FBgn0000139	RAL	0.11764705882352933	1.0	emkt2
FBgn0000139	RAL	0.25	1.0	fww1
FBgn0000139	RAL	0.16666666666666674	1.0	fww2
FBgn0000139	RAL	0.25	0.7510436583124616	imp1
FBgn0000139	RAL	0.167	0.7510436583124616	imp2
FBgn0000140	RAL	-0.525	0.19134929081153507	std
FBgn0000140	RAL	-0.6661129568106312	0.08628582040299429	emkt1
FBgn0000140	RAL	-0.6378737541528241	0.1135652290675063	emkt2
FBgn0000140	RAL	-1.6093023255813956	0.10894333910985275	fww1
FBgn0000140	RAL	-1.3720930232558142	0.16832514564963338	fww2
FBgn0000140	RAL	-1.609	0.0006266717696408432	imp1
FBgn0000140	RAL	-1.372	0.002379360255911158	imp2
FBgn0000146	RAL	0.792	0.0007723106462030324	std
FBgn0000146	RAL	0.7708333333333334	0.001004604841092059	emkt1
FBgn0000146	RAL	0.75	0.0014407022548530576	emkt2
FBgn0000146	RAL	0.7333333333333334	0.05974097255792429	fww1
FBgn0000146	RAL	0.5555555555555556	0.37501722096461465	fww2
FBgn0000146	RAL	0.733	0.0014407022548530576	imp1
FBgn0000146	RAL	0.556	0.040086771365247534	imp2
FBgn0000147	RAL	0.056	0.9999999999999964	std
FBgn0000147	RAL	0.05555555555555558	0.9999999999999976	emkt1
FBgn0000147	RAL	0.05555555555555558	0.9999999999999976	emkt2
FBgn0000147	RAL	0.15000000000000002	0.9999999999999941	fww1
FBgn0000147	RAL	0.29166666666666663	1.0	fww2
FBgn0000147	RAL	0.15	0.999999999999989	imp1
FBgn0000147	RAL	0.292	0.7590043867093081	imp2
FBgn0000150	RAL	-1.5	0.9999999999999992	std
FBgn0000152	RAL	-1.438	0.6197214076246299	std
FBgn0000153	RAL	-2.85	0.06656848244325048	std
FBgn0000153	RAL	-3.2	0.06547527584222733	emkt1
FBgn0000153	RAL	-3.8999999999999995	0.02159233909245122	emkt2
FBgn0000153	RAL	-3.375	0.09988717370121505	fww1
FBgn0000153	RAL	-7.75	0.020100681669091035	fww2
FBgn0000153	RAL	-3.375	0.06547527584222733	imp1
FBgn0000153	RAL	-7.75	0.0006624010287371181	imp2
FBgn0000158	RAL	0.67	0.0448778701506892	std
FBgn0000158	RAL	0.6102292768959436	0.09490011603628584	emkt1
FBgn0000158	RAL	0.6102292768959436	0.09490011603628584	emkt2
FBgn0000158	RAL	0.19047619047619047	1.0	fww1
FBgn0000158	RAL	0.19047619047619047	1.0	fww2
FBgn0000158	RAL	0.19	0.6393248171575152	imp1
FBgn0000158	RAL	0.19	0.6393248171575152	imp2
FBgn0000163	RAL	-0.556	0.3719333810751141	std
FBgn0000163	RAL	0.11111111111111116	0.9999999999998632	emkt1
FBgn0000163	RAL	0.0	0.9999999999998362	emkt2
FBgn0000163	RAL	0.6190476190476191	0.3300104828467166	fww1
FBgn0000163	RAL	0.5789473684210527	0.3375450020201055	fww2
FBgn0000163	RAL	0.619	0.15043779567696652	imp1
FBgn0000163	RAL	0.579	0.15043779567696652	imp2
FBgn0000179	RAL	0.921	4.653968083274934e-05	std
FBgn0000180	RAL	-0.315	0.7848513544371505	std
FBgn0000180	RAL	0.40217391304347827	0.5341522270976047	emkt1
FBgn0000180	RAL	0.8166666666666667	0.13237560888291605	fww1
FBgn0000180	RAL	0.817	0.03349964634589261	imp1
FBgn0000182	RAL	-0.333	0.7414947924837963	std
FBgn0000182	RAL	-0.33333333333333326	0.7414947924837963	emkt1
FBgn0000182	RAL	-0.33333333333333326	0.7414947924837963	emkt2
FBgn0000182	RAL	-0.19999999999999996	0.9999999999999931	fww1
FBgn0000182	RAL	-0.33333333333333326	0.999999999999999	fww2
FBgn0000182	RAL	-0.2	1.0	imp1
FBgn0000182	RAL	-0.333	0.7414947924837963	imp2
FBgn0000183	RAL	0.02	1.0	std
FBgn0000183	RAL	0.020408163265306256	1.0	emkt1
FBgn0000183	RAL	0.020408163265306256	1.0	emkt2
FBgn0000183	RAL	0.23809523809523814	0.9999999999999956	fww1
FBgn0000183	RAL	0.23809523809523814	0.9999999999999956	fww2
FBgn0000183	RAL	0.238	0.7262464607075185	imp1
FBgn0000183	RAL	0.238	0.7262464607075185	imp2
FBgn0000206	RAL	-0.839	0.1949049919941509	std
FBgn0000206	RAL	-0.5632183908045976	0.37211894672941226	emkt1
FBgn0000206	RAL	-0.3793103448275863	0.6443339762646104	emkt2
FBgn0000206	RAL	-0.21212121212121193	0.7559892348285503	fww1
FBgn0000206	RAL	0.2727272727272728	0.9999999999999883	fww2
FBgn0000206	RAL	-0.212	0.8134361684281883	imp1
FBgn0000206	RAL	0.273	0.44279172796355415	imp2
FBgn0000212	RAL	0.847	1.2531916693214832e-06	std
FBgn0000212	RAL	0.8813218390804598	1.8838685257701947e-06	emkt1
FBgn0000212	RAL	0.864367816091954	9.67566556969932e-07	emkt2
FBgn0000212	RAL	0.9217506631299734	7.988135743409984e-05	fww1
FBgn0000212	RAL	0.8982758620689655	0.0009658458133253436	fww2
FBgn0000212	RAL	0.922	6.630923420707665e-07	imp1
FBgn0000212	RAL	0.898	4.5917257758430533e-07	imp2
FBgn0000216	RAL	0.0	0.9999999999999976	std
FBgn0000221	RAL	0.141	0.999999999999998	std
FBgn0000221	RAL	0.3125	0.7172112561230847	emkt1
FBgn0000221	RAL	0.3125	0.7172112561230847	emkt2
FBgn0000221	RAL	0.44999999999999996	0.667984189723319	fww1
FBgn0000221	RAL	0.3125	0.9999999999999986	fww2
FBgn0000221	RAL	0.45	0.46614560851442066	imp1
FBgn0000221	RAL	0.312	0.7172112561230847	imp2
FBgn0000227	RAL	-0.393	0.5950843535299596	std
FBgn0000227	RAL	-0.005952380952380931	0.9999999999999982	emkt1
FBgn0000227	RAL	-0.08333333333333326	1.0	emkt2
FBgn0000227	RAL	0.35	0.7210233592880887	fww1
FBgn0000227	RAL	0.2777777777777778	0.7270880688687807	fww2
FBgn0000227	RAL	0.35	0.5427304758739354	imp1
FBgn0000227	RAL	0.278	0.5627987308512559	imp2
FBgn0000228	RAL	-0.347	0.46179073636833057	std
FBgn0000228	RAL	-0.010526315789473495	0.9999999999998872	emkt1
FBgn0000228	RAL	-0.05263157894736836	0.9999999999999036	emkt2
FBgn0000228	RAL	0.6390977443609023	0.23035183937879058	fww1
FBgn0000228	RAL	0.5789473684210527	0.3503750619575085	fww2
FBgn0000228	RAL	0.639	0.02534242805244299	imp1
FBgn0000228	RAL	0.579	0.07812189121696957	imp2
FBgn0000229	RAL	0.429	0.9999999999999994	std
FBgn0000233	RAL	-1.5	0.6424148606811177	std
FBgn0000244	RAL	-5.0	0.011697210651142443	std
FBgn0000246	RAL	0.202	0.6393107510359937	std
FBgn0000246	RAL	0.24882629107981225	0.6300270368314437	emkt1
FBgn0000246	RAL	0.2957746478873239	0.4704340724074743	emkt2
FBgn0000246	RAL	0.3661971830985915	0.6366714651252597	fww1
FBgn0000246	RAL	0.5774647887323944	0.5836451384138042	fww2
FBgn0000246	RAL	0.366	0.3209001765819237	imp1
FBgn0000246	RAL	0.577	0.10672139134742656	imp2
FBgn0000247	RAL	0.274	0.3401090132461005	std
FBgn0000247	RAL	0.4396718146718146	0.09708792795272445	emkt1
FBgn0000247	RAL	0.35666023166023164	0.19463531284923918	emkt2
FBgn0000247	RAL	0.6051020408163266	0.04095046588766524	fww1
FBgn0000247	RAL	0.48809523809523814	0.19661283468864055	fww2
FBgn0000247	RAL	0.605	0.009158361972829022	imp1
FBgn0000247	RAL	0.488	0.04369877174779693	imp2
FBgn0000250	RAL	-2.062	0.1630519417710491	std
FBgn0000250	RAL	-1.1875	0.43276877690186816	emkt1
FBgn0000250	RAL	-1.625	0.2665014267060012	emkt2
FBgn0000250	RAL	-0.16666666666666652	0.9999999999999951	fww1
FBgn0000250	RAL	-0.75	0.9999999999999996	fww2
FBgn0000250	RAL	-0.167	0.9999999999999977	imp1
FBgn0000250	RAL	-0.75	0.6779456425633299	imp2
FBgn0000256	RAL	-0.059	0.8708063024009113	std
FBgn0000256	RAL	0.05070993914807309	0.9999999999999384	emkt1
FBgn0000256	RAL	0.10547667342799194	0.8675414802601599	emkt2
FBgn0000256	RAL	0.18068965517241387	0.6937596452291119	fww1
FBgn0000256	RAL	0.34827586206896555	0.3872155112657861	fww2
FBgn0000256	RAL	0.181	0.6133639119695616	imp1
FBgn0000256	RAL	0.348	0.22847182446826678	imp2
FBgn0000257	RAL	-0.467	0.6824533511840005	std
FBgn0000261	RAL	0.625	0.28175267205106747	std
FBgn0000261	RAL	0.53125	0.481265818703545	emkt1
FBgn0000261	RAL	0.625	0.28175267205106863	emkt2
FBgn0000261	RAL	0.4375	0.6600196142530248	fww1
FBgn0000261	RAL	0.625	0.6030075187969952	fww2
FBgn0000261	RAL	0.438	0.4997920394641312	imp1
FBgn0000261	RAL	0.625	0.28175267205106863	imp2
FBgn0000277	RAL	0.5	0.6493952271984261	std
FBgn0000277	RAL	0.5	0.6493952271984265	emkt1
FBgn0000277	RAL	0.5	0.6493952271984265	emkt2
FBgn0000277	RAL	0.0	1.0	fww1
FBgn0000277	RAL	0.0	1.0	fww2
FBgn0000277	RAL	0.0	0.9999999999999949	imp1
FBgn0000277	RAL	0.0	0.9999999999999949	imp2
FBgn0000278	RAL	-1.0	1.0	std
FBgn0000278	RAL	0.0	1.0	emkt1
FBgn0000278	RAL	0.0	1.0	fww1
FBgn0000278	RAL	0.0	1.0	imp1
FBgn0000283	RAL	0.16	0.8046863077499613	std
FBgn0000286	RAL	-2.0	0.24063130973213176	std
FBgn0000286	RAL	-1.0	0.657019787319963	emkt1
FBgn0000286	RAL	-1.0	0.657019787319963	emkt2
FBgn0000286	RAL	0.0	1.0	fww1
FBgn0000286	RAL	0.0	1.0	fww2
FBgn0000286	RAL	0.0	1.0	imp1
FBgn0000286	RAL	0.0	1.0	imp2
FBgn0000287	RAL	-1.262	0.043333284823451085	std
FBgn0000287	RAL	-0.5737704918032787	0.3262836422130582	emkt1
FBgn0000287	RAL	-0.8688524590163935	0.13136276580562564	emkt2
FBgn0000287	RAL	0.12903225806451601	0.8040924322188813	fww1
FBgn0000287	RAL	0.052631578947368474	1.0	fww2
FBgn0000287	RAL	0.129	0.8229303736053029	imp1
FBgn0000287	RAL	0.053	0.999999999999952	imp2
FBgn0000289	RAL	0.477	0.6767195326256036	std
FBgn0000289	RAL	0.4769230769230769	0.6767195326256027	emkt1
FBgn0000289	RAL	0.4769230769230769	0.6767195326256027	emkt2
FBgn0000289	RAL	0.5142857142857143	1.0	fww1
FBgn0000289	RAL	0.43333333333333335	1.0	fww2
FBgn0000289	RAL	0.514	0.37045382669196614	imp1
FBgn0000289	RAL	0.433	0.6767195326256027	imp2
FBgn0000299	RAL	0.691	0.0018356499464148382	std
FBgn0000299	RAL	0.78359096313912	0.00015305917947618168	emkt1
FBgn0000299	RAL	0.7526753864447087	0.0003792423335895511	emkt2
FBgn0000299	RAL	0.8804597701149426	0.0009040806828056675	fww1
FBgn0000299	RAL	0.8369905956112853	0.009763014497957632	fww2
FBgn0000299	RAL	0.88	2.3771592991805647e-06	imp1
FBgn0000299	RAL	0.837	1.827747220873465e-05	imp2
FBgn0000307	RAL	-0.599	0.1893801655057223	std
FBgn0000307	RAL	-0.34883720930232553	0.4009824574557258	emkt1
FBgn0000307	RAL	-0.4487510766580536	0.3166415721405462	emkt2
FBgn0000307	RAL	0.32558139534883723	0.7582574793135877	fww1
FBgn0000307	RAL	0.10077519379844968	0.9999999999999404	fww2
FBgn0000307	RAL	0.326	0.3406062131798529	imp1
FBgn0000307	RAL	0.101	0.856453642633029	imp2
FBgn0000313	RAL	-1.473	0.09381814486375926	std
FBgn0000313	RAL	-0.4835164835164836	0.5877311443740295	emkt1
FBgn0000313	RAL	-1.1428571428571428	0.21289990858987146	emkt2
FBgn0000313	RAL	0.6218487394957983	0.6700489646628406	fww1
FBgn0000313	RAL	0.2857142857142857	1.0	fww2
FBgn0000313	RAL	0.622	0.289796395986629	imp1
FBgn0000313	RAL	0.286	0.7490244404895279	imp2
FBgn0000317	RAL	-2.759	0.09405400217079478	std
FBgn0000317	RAL	-1.9537037037037037	0.2241256812986368	emkt1
FBgn0000317	RAL	-1.9537037037037037	0.2241256812986368	emkt2
FBgn0000317	RAL	-1.1886792452830188	0.43101883367372174	fww1
FBgn0000317	RAL	-0.9333333333333333	0.6537144941306451	fww2
FBgn0000317	RAL	-1.189	0.49770067688384173	imp1
FBgn0000317	RAL	-0.933	0.720226853525506	imp2
FBgn0000318	RAL	-0.333	1.0	std
FBgn0000320	RAL	-1.057	0.3761176950880629	std
FBgn0000320	RAL	0.1428571428571429	1.0	emkt1
FBgn0000320	RAL	0.1428571428571429	1.0	emkt2
FBgn0000320	RAL	0.52	0.6770252033409976	fww1
FBgn0000320	RAL	0.7428571428571429	0.3713217861824672	fww2
FBgn0000320	RAL	0.52	0.41401966345245383	imp1
FBgn0000320	RAL	0.743	0.18680279826054452	imp2
FBgn0000326	RAL	-0.2	0.8147331205642157	std
FBgn0000326	RAL	0.018181818181818188	1.0	emkt1
FBgn0000326	RAL	0.018181818181818188	1.0	emkt2
FBgn0000326	RAL	0.4049586776859504	0.5203582077884356	fww1
FBgn0000326	RAL	0.4545454545454546	0.4935680599400133	fww2
FBgn0000326	RAL	0.405	0.29532389157466216	imp1
FBgn0000326	RAL	0.455	0.29532389157466216	imp2
FBgn0000330	RAL	-0.212	0.9999999999999928	std
FBgn0000330	RAL	-0.21212121212121215	0.9999999999999994	emkt1
FBgn0000330	RAL	-0.21212121212121215	0.9999999999999994	emkt2
FBgn0000330	RAL	0.16666666666666663	1.0	fww1
FBgn0000330	RAL	0.16666666666666663	1.0	fww2
FBgn0000330	RAL	0.167	0.9999999999999996	imp1
FBgn0000330	RAL	0.167	0.9999999999999996	imp2
FBgn0000337	RAL	-2.833	0.040851860356813936	std
FBgn0000337	RAL	-2.5138888888888893	0.043699957921192197	emkt1
FBgn0000337	RAL	-3.1527777777777777	0.022629652748562757	emkt2
FBgn0000337	RAL	-2.4499999999999997	0.1357825960068677	fww1
FBgn0000337	RAL	-3.3125	0.0644783526636212	fww2
FBgn0000337	RAL	-2.45	0.07297449896673669	imp1
FBgn0000337	RAL	-3.312	0.022629652748562757	imp2
FBgn0000351	RAL	0.188	1.0	std
FBgn0000352	RAL	-0.189	0.816748224741814	std
FBgn0000352	RAL	-0.08045977011494232	0.9999999999998891	emkt1
FBgn0000352	RAL	-0.18850574712643664	0.8167482247417938	emkt2
FBgn0000352	RAL	0.18965517241379315	0.9999999999999609	fww1
FBgn0000352	RAL	0.18965517241379315	0.999999999999959	fww2
FBgn0000352	RAL	0.19	0.6263345896599595	imp1
FBgn0000352	RAL	0.19	0.6263345896599595	imp2
FBgn0000355	RAL	0.937	0.02373581011351919	std
FBgn0000356	RAL	0.956	0.004526181181854879	std
FBgn0000356	RAL	0.9555555555555556	0.004526181181854879	emkt1
FBgn0000356	RAL	0.9555555555555556	0.004526181181854879	emkt2
FBgn0000356	RAL	0.9444444444444444	0.10839160839160852	fww1
FBgn0000356	RAL	0.9444444444444444	0.10839160839160852	fww2
FBgn0000356	RAL	0.944	0.0118757571678557	imp1
FBgn0000356	RAL	0.944	0.0118757571678557	imp2
FBgn0000357	RAL	0.5	0.6499166468206747	std
FBgn0000357	RAL	0.5	0.6499166468206744	emkt1
FBgn0000357	RAL	0.5	0.6499166468206744	emkt2
FBgn0000357	RAL	0.4	0.9999999999999988	fww1
FBgn0000357	RAL	0.4	0.9999999999999988	fww2
FBgn0000357	RAL	0.4	0.669921409859493	imp1
FBgn0000357	RAL	0.4	0.669921409859493	imp2
FBgn0000358	RAL	0.407	0.9999999999999978	std
FBgn0000359	RAL	-2.333	0.53781512605042	std
FBgn0000360	RAL	0.0	1.0	std
FBgn0000376	RAL	0.425	0.21285704114862727	std
FBgn0000376	RAL	0.3840579710144928	0.30064652606712083	emkt1
FBgn0000376	RAL	0.4661835748792271	0.20304026863196098	emkt2
FBgn0000376	RAL	0.3532608695652174	0.572741538632321	fww1
FBgn0000376	RAL	0.5072463768115942	0.3299235222307812	fww2
FBgn0000376	RAL	0.353	0.30064652606712083	imp1
FBgn0000376	RAL	0.507	0.13380806281378665	imp2
FBgn0000377	RAL	-1.2	0.4725475971691558	std
FBgn0000377	RAL	-0.6500000000000001	0.7065200732966819	emkt1
FBgn0000377	RAL	-0.6500000000000001	0.7065200732966819	emkt2
FBgn0000377	RAL	-0.10000000000000009	1.0	fww1
FBgn0000377	RAL	0.2666666666666666	1.0	fww2
FBgn0000377	RAL	-0.1	0.9999999999999998	imp1
FBgn0000377	RAL	0.267	0.667984189723319	imp2
FBgn0000392	RAL	-0.619	0.3357953879514063	std
FBgn0000392	RAL	-0.32441471571906355	0.6146511643345307	emkt1
FBgn0000392	RAL	0.5217391304347826	0.6588156389316389	fww1
FBgn0000392	RAL	0.522	0.3684808565882689	imp1
FBgn0000395	RAL	-1.909	0.10147932942461635	std
FBgn0000395	RAL	-1.3636363636363638	0.25283894663570516	emkt1
FBgn0000395	RAL	-1.5454545454545454	0.16232040243740703	emkt2
FBgn0000395	RAL	-0.8461538461538463	0.4885462837816845	fww1
FBgn0000395	RAL	-1.1818181818181817	0.30489682575690846	fww2
FBgn0000395	RAL	-0.846	0.3805410065981322	imp1
FBgn0000395	RAL	-1.182	0.2521902147605026	imp2
FBgn0000404	RAL	-0.222	0.9999999999999857	std
FBgn0000404	RAL	0.11111111111111116	0.9999999999999827	emkt1
FBgn0000404	RAL	0.11111111111111116	0.9999999999999827	emkt2
FBgn0000404	RAL	0.4	0.6859903381642514	fww1
FBgn0000404	RAL	0.5	0.6521739130434722	fww2
FBgn0000404	RAL	0.4	0.4952967064854591	imp1
FBgn0000404	RAL	0.5	0.3095420031919486	imp2
FBgn0000405	RAL	0.598	0.29938820912124303	std
FBgn0000406	RAL	-7.571	0.006940644760444462	std
FBgn0000406	RAL	-5.428571428571429	0.0299430929696438	emkt1
FBgn0000406	RAL	-4.7142857142857135	0.06130845867388813	emkt2
FBgn0000406	RAL	-4.357142857142857	0.09204372172887897	fww1
FBgn0000406	RAL	-3.2857142857142856	0.1740510697032434	fww2
FBgn0000406	RAL	-4.357	0.06233617062436511	imp1
FBgn0000406	RAL	-3.286	0.11429317599264763	imp2
FBgn0000411	RAL	-0.227	0.9999999999999976	std
FBgn0000412	RAL	0.792	0.24066924066924109	std
FBgn0000413	RAL	0.765	0.025073914617996303	std
FBgn0000414	RAL	-0.658	0.07268861131793693	std
FBgn0000414	RAL	-0.26297726297726287	0.46534199396538894	emkt1
FBgn0000414	RAL	-0.46031746031746024	0.20135665893719906	emkt2
FBgn0000414	RAL	0.37414965986394566	0.46816960269045127	fww1
FBgn0000414	RAL	0.5132275132275133	0.4786231545415184	fww2
FBgn0000414	RAL	0.374	0.13998971979312103	imp1
FBgn0000414	RAL	0.513	0.04311696465343325	imp2
FBgn0000416	RAL	-0.018	0.9999999999999951	std
FBgn0000416	RAL	0.40092165898617504	0.33743863725647455	emkt1
FBgn0000416	RAL	0.685483870967742	0.1863156272838953	fww1
FBgn0000416	RAL	0.685	0.0384700794333509	imp1
FBgn0000422	RAL	-5.667	0.05988134964775747	std
FBgn0000422	RAL	-5.666666666666666	0.05988134964775718	emkt1
FBgn0000422	RAL	-5.666666666666666	0.05988134964775718	emkt2
FBgn0000422	RAL	-5.666666666666666	0.1444444444444443	fww1
FBgn0000422	RAL	-5.666666666666666	0.1444444444444443	fww2
FBgn0000422	RAL	-5.667	0.05988134964775718	imp1
FBgn0000422	RAL	-5.667	0.05988134964775718	imp2
FBgn0000427	RAL	0.498	0.11826109310692899	std
FBgn0000427	RAL	0.7637795275590551	0.0034375194323942484	emkt1
FBgn0000427	RAL	0.7637795275590551	0.0034375194323942484	emkt2
FBgn0000427	RAL	0.9493813273340832	0.0007658599580750191	fww1
FBgn0000427	RAL	0.9493813273340832	0.0007658599580750191	fww2
FBgn0000427	RAL	0.949	2.9979081220844332e-06	imp1
