f	pi	p0
0.02564	8943.0	5204.0
0.05128	3824.0	2562.0
0.07692	2492.0	1738.0
0.10256	1756.0	1264.0
0.12821	1366.0	852.0
0.15385	1114.0	810.0
0.17949	1021.0	690.0
0.20513	778.0	550.0
0.23077	697.0	534.0
0.25641	664.0	414.0
0.28205	626.0	442.0
0.30769	525.0	371.0
0.33333	548.0	398.0
0.35897	417.0	400.0
0.38462	437.0	263.0
0.41026	337.0	252.0
0.4359	379.0	243.0
0.46154	276.0	231.0
0.48718	260.0	207.0
0.51282	239.0	217.0
0.53846	285.0	197.0
0.5641	238.0	202.0
0.58974	236.0	185.0
0.61538	215.0	231.0
0.64103	198.0	158.0
0.66667	225.0	192.0
0.69231	189.0	156.0
0.71795	199.0	155.0
0.74359	199.0	142.0
0.76923	169.0	143.0
0.79487	154.0	132.0
0.82051	168.0	173.0
0.84615	198.0	142.0
0.87179	160.0	109.0
0.89744	133.0	109.0
0.92308	172.0	170.0
0.94872	170.0	128.0
0.97436	150.0	137.0
1.0	151.0	118.0
