f	pi	p0
0.02564	9207.0	5071.0
0.05128	3780.0	2513.0
0.07692	2473.0	1838.0
0.10256	1756.0	1179.0
0.12821	1375.0	927.0
0.15385	1200.0	837.0
0.17949	1037.0	720.0
0.20513	732.0	576.0
0.23077	775.0	499.0
0.25641	693.0	445.0
0.28205	558.0	418.0
0.30769	551.0	377.0
0.33333	508.0	364.0
0.35897	443.0	349.0
0.38462	438.0	290.0
0.41026	366.0	279.0
0.4359	366.0	242.0
0.46154	264.0	257.0
0.48718	270.0	210.0
0.51282	305.0	218.0
0.53846	297.0	187.0
0.5641	281.0	186.0
0.58974	223.0	180.0
0.61538	238.0	242.0
0.64103	211.0	135.0
0.66667	210.0	200.0
0.69231	212.0	163.0
0.71795	200.0	186.0
0.74359	182.0	136.0
0.76923	151.0	134.0
0.79487	149.0	152.0
0.82051	198.0	174.0
0.84615	175.0	145.0
0.87179	169.0	127.0
0.89744	149.0	110.0
0.92308	175.0	129.0
0.94872	160.0	113.0
0.97436	154.0	127.0
1.0	145.0	123.0
