f	pi	p0
0.02564	8979.0	4994.0
0.05128	3869.0	2524.0
0.07692	2489.0	1804.0
0.10256	1775.0	1237.0
0.12821	1347.0	927.0
0.15385	1192.0	854.0
0.17949	1008.0	661.0
0.20513	746.0	625.0
0.23077	716.0	532.0
0.25641	591.0	405.0
0.28205	564.0	389.0
0.30769	507.0	356.0
0.33333	483.0	385.0
0.35897	433.0	324.0
0.38462	446.0	272.0
0.41026	348.0	265.0
0.4359	349.0	239.0
0.46154	345.0	232.0
0.48718	242.0	192.0
0.51282	242.0	221.0
0.53846	274.0	191.0
0.5641	256.0	191.0
0.58974	305.0	184.0
0.61538	216.0	225.0
0.64103	171.0	167.0
0.66667	199.0	167.0
0.69231	212.0	176.0
0.71795	221.0	199.0
0.74359	198.0	134.0
0.76923	163.0	144.0
0.79487	170.0	147.0
0.82051	184.0	195.0
0.84615	202.0	155.0
0.87179	168.0	126.0
0.89744	167.0	113.0
0.92308	190.0	140.0
0.94872	167.0	106.0
0.97436	154.0	113.0
1.0	121.0	109.0
