f	pi	p0
0.02564	8830.0	5043.0
0.05128	3861.0	2510.0
0.07692	2557.0	1683.0
0.10256	1750.0	1225.0
0.12821	1408.0	940.0
0.15385	1203.0	808.0
0.17949	1079.0	658.0
0.20513	726.0	620.0
0.23077	766.0	516.0
0.25641	654.0	416.0
0.28205	594.0	476.0
0.30769	513.0	396.0
0.33333	473.0	350.0
0.35897	422.0	333.0
0.38462	446.0	257.0
0.41026	351.0	263.0
0.4359	381.0	260.0
0.46154	295.0	264.0
0.48718	268.0	228.0
0.51282	287.0	196.0
0.53846	248.0	195.0
0.5641	250.0	208.0
0.58974	288.0	221.0
0.61538	218.0	253.0
0.64103	192.0	153.0
0.66667	196.0	186.0
0.69231	185.0	165.0
0.71795	225.0	182.0
0.74359	225.0	137.0
0.76923	177.0	145.0
0.79487	175.0	160.0
0.82051	156.0	168.0
0.84615	210.0	128.0
0.87179	164.0	110.0
0.89744	134.0	120.0
0.92308	159.0	146.0
0.94872	203.0	101.0
0.97436	164.0	147.0
1.0	136.0	95.0
