f	pi	p0
0.02564	8930.0	5011.0
0.05128	3736.0	2476.0
0.07692	2533.0	1824.0
0.10256	1855.0	1192.0
0.12821	1349.0	944.0
0.15385	1199.0	798.0
0.17949	992.0	672.0
0.20513	758.0	620.0
0.23077	687.0	468.0
0.25641	648.0	421.0
0.28205	550.0	426.0
0.30769	523.0	375.0
0.33333	507.0	386.0
0.35897	373.0	338.0
0.38462	449.0	289.0
0.41026	365.0	287.0
0.4359	367.0	242.0
0.46154	274.0	233.0
0.48718	288.0	218.0
0.51282	269.0	238.0
0.53846	247.0	201.0
0.5641	233.0	206.0
0.58974	256.0	178.0
0.61538	198.0	197.0
0.64103	194.0	162.0
0.66667	198.0	174.0
0.69231	193.0	186.0
0.71795	205.0	174.0
0.74359	220.0	140.0
0.76923	165.0	124.0
0.79487	170.0	165.0
0.82051	181.0	152.0
0.84615	174.0	144.0
0.87179	166.0	126.0
0.89744	148.0	109.0
0.92308	175.0	159.0
0.94872	182.0	116.0
0.97436	143.0	144.0
1.0	123.0	103.0
