f	pi	p0
0.02564	8930.0	5019.0
0.05128	3970.0	2492.0
0.07692	2455.0	1737.0
0.10256	1768.0	1213.0
0.12821	1310.0	861.0
0.15385	1103.0	767.0
0.17949	956.0	613.0
0.20513	703.0	555.0
0.23077	731.0	500.0
0.25641	675.0	455.0
0.28205	580.0	416.0
0.30769	516.0	341.0
0.33333	502.0	381.0
0.35897	412.0	367.0
0.38462	425.0	283.0
0.41026	328.0	285.0
0.4359	375.0	252.0
0.46154	283.0	238.0
0.48718	253.0	225.0
0.51282	269.0	224.0
0.53846	269.0	212.0
0.5641	233.0	183.0
0.58974	264.0	190.0
0.61538	205.0	204.0
0.64103	174.0	146.0
0.66667	225.0	181.0
0.69231	210.0	161.0
0.71795	219.0	161.0
0.74359	161.0	122.0
0.76923	157.0	132.0
0.79487	180.0	148.0
0.82051	177.0	154.0
0.84615	185.0	146.0
0.87179	156.0	130.0
0.89744	151.0	113.0
0.92308	151.0	126.0
0.94872	182.0	148.0
0.97436	156.0	120.0
1.0	125.0	94.0
