f	pi	p0
0.02564	8839.0	5093.0
0.05128	3887.0	2472.0
0.07692	2435.0	1828.0
0.10256	1767.0	1222.0
0.12821	1395.0	990.0
0.15385	1147.0	771.0
0.17949	983.0	591.0
0.20513	800.0	633.0
0.23077	678.0	532.0
0.25641	642.0	394.0
0.28205	544.0	397.0
0.30769	508.0	405.0
0.33333	551.0	370.0
0.35897	489.0	330.0
0.38462	412.0	295.0
0.41026	340.0	277.0
0.4359	409.0	278.0
0.46154	327.0	266.0
0.48718	272.0	217.0
0.51282	259.0	209.0
0.53846	257.0	177.0
0.5641	242.0	195.0
0.58974	270.0	172.0
0.61538	203.0	195.0
0.64103	209.0	180.0
0.66667	241.0	174.0
0.69231	186.0	172.0
0.71795	189.0	195.0
0.74359	195.0	133.0
0.76923	144.0	140.0
0.79487	175.0	160.0
0.82051	180.0	184.0
0.84615	145.0	128.0
0.87179	168.0	119.0
0.89744	183.0	146.0
0.92308	174.0	154.0
0.94872	169.0	126.0
0.97436	153.0	150.0
1.0	120.0	103.0
