f	pi	p0
0.02564	8990.0	5205.0
0.05128	3902.0	2444.0
0.07692	2459.0	1787.0
0.10256	1737.0	1249.0
0.12821	1403.0	927.0
0.15385	1207.0	797.0
0.17949	993.0	612.0
0.20513	756.0	620.0
0.23077	738.0	532.0
0.25641	688.0	375.0
0.28205	599.0	409.0
0.30769	509.0	337.0
0.33333	462.0	362.0
0.35897	460.0	338.0
0.38462	459.0	278.0
0.41026	344.0	257.0
0.4359	395.0	259.0
0.46154	293.0	262.0
0.48718	283.0	197.0
0.51282	283.0	212.0
0.53846	279.0	227.0
0.5641	232.0	213.0
0.58974	275.0	200.0
0.61538	192.0	216.0
0.64103	229.0	199.0
0.66667	210.0	189.0
0.69231	183.0	169.0
0.71795	195.0	182.0
0.74359	195.0	114.0
0.76923	162.0	158.0
0.79487	177.0	178.0
0.82051	151.0	157.0
0.84615	209.0	113.0
0.87179	177.0	136.0
0.89744	173.0	133.0
0.92308	169.0	130.0
0.94872	198.0	110.0
0.97436	154.0	116.0
1.0	159.0	139.0
