f	pi	p0
0.02564	8997.0	5182.0
0.05128	3805.0	2455.0
0.07692	2514.0	1723.0
0.10256	1775.0	1210.0
0.12821	1421.0	948.0
0.15385	1188.0	781.0
0.17949	947.0	664.0
0.20513	726.0	631.0
0.23077	727.0	503.0
0.25641	681.0	425.0
0.28205	537.0	430.0
0.30769	471.0	362.0
0.33333	555.0	377.0
0.35897	407.0	329.0
0.38462	461.0	279.0
0.41026	359.0	284.0
0.4359	365.0	258.0
0.46154	310.0	240.0
0.48718	275.0	243.0
0.51282	279.0	211.0
0.53846	271.0	231.0
0.5641	265.0	190.0
0.58974	291.0	200.0
0.61538	209.0	214.0
0.64103	209.0	166.0
0.66667	205.0	170.0
0.69231	197.0	172.0
0.71795	224.0	186.0
0.74359	188.0	123.0
0.76923	174.0	150.0
0.79487	168.0	189.0
0.82051	166.0	136.0
0.84615	191.0	133.0
0.87179	176.0	106.0
0.89744	160.0	126.0
0.92308	167.0	144.0
0.94872	156.0	105.0
0.97436	143.0	116.0
1.0	146.0	110.0
