f	pi	p0
0.02564	9046.0	5092.0
0.05128	3891.0	2622.0
0.07692	2480.0	1726.0
0.10256	1849.0	1213.0
0.12821	1363.0	917.0
0.15385	1189.0	795.0
0.17949	979.0	614.0
0.20513	689.0	607.0
0.23077	681.0	535.0
0.25641	625.0	432.0
0.28205	537.0	466.0
0.30769	512.0	354.0
0.33333	513.0	316.0
0.35897	414.0	320.0
0.38462	391.0	268.0
0.41026	327.0	266.0
0.4359	382.0	271.0
0.46154	302.0	242.0
0.48718	263.0	209.0
0.51282	299.0	244.0
0.53846	280.0	187.0
0.5641	194.0	201.0
0.58974	281.0	172.0
0.61538	195.0	203.0
0.64103	224.0	157.0
0.66667	222.0	166.0
0.69231	200.0	174.0
0.71795	210.0	159.0
0.74359	235.0	169.0
0.76923	148.0	123.0
0.79487	153.0	166.0
0.82051	180.0	181.0
0.84615	191.0	129.0
0.87179	144.0	122.0
0.89744	147.0	103.0
0.92308	140.0	123.0
0.94872	177.0	143.0
0.97436	167.0	131.0
1.0	146.0	107.0
