f	pi	p0
0.02564	8903.0	5214.0
0.05128	3895.0	2489.0
0.07692	2435.0	1838.0
0.10256	1837.0	1201.0
0.12821	1366.0	918.0
0.15385	1220.0	774.0
0.17949	1042.0	670.0
0.20513	762.0	594.0
0.23077	715.0	518.0
0.25641	573.0	452.0
0.28205	536.0	401.0
0.30769	521.0	397.0
0.33333	494.0	395.0
0.35897	426.0	350.0
0.38462	412.0	263.0
0.41026	351.0	297.0
0.4359	374.0	276.0
0.46154	299.0	262.0
0.48718	257.0	222.0
0.51282	256.0	208.0
0.53846	247.0	201.0
0.5641	236.0	186.0
0.58974	275.0	195.0
0.61538	214.0	191.0
0.64103	209.0	174.0
0.66667	212.0	173.0
0.69231	187.0	198.0
0.71795	208.0	154.0
0.74359	194.0	144.0
0.76923	158.0	125.0
0.79487	184.0	174.0
0.82051	181.0	177.0
0.84615	201.0	131.0
0.87179	149.0	129.0
0.89744	188.0	128.0
0.92308	194.0	164.0
0.94872	198.0	128.0
0.97436	150.0	123.0
1.0	125.0	111.0
