f	pi	p0
0.02564	8789.0	5223.0
0.05128	3905.0	2559.0
0.07692	2439.0	1848.0
0.10256	1756.0	1227.0
0.12821	1351.0	947.0
0.15385	1141.0	794.0
0.17949	1042.0	658.0
0.20513	745.0	587.0
0.23077	727.0	505.0
0.25641	636.0	442.0
0.28205	505.0	422.0
0.30769	505.0	372.0
0.33333	553.0	386.0
0.35897	391.0	331.0
0.38462	420.0	289.0
0.41026	312.0	267.0
0.4359	365.0	246.0
0.46154	313.0	228.0
0.48718	256.0	222.0
0.51282	288.0	226.0
0.53846	299.0	209.0
0.5641	263.0	207.0
0.58974	247.0	182.0
0.61538	192.0	223.0
0.64103	201.0	163.0
0.66667	240.0	189.0
0.69231	216.0	171.0
0.71795	213.0	183.0
0.74359	168.0	139.0
0.76923	145.0	135.0
0.79487	157.0	162.0
0.82051	151.0	151.0
0.84615	201.0	130.0
0.87179	173.0	108.0
0.89744	165.0	118.0
0.92308	186.0	141.0
0.94872	174.0	108.0
0.97436	162.0	128.0
1.0	140.0	107.0
