f	pi	p0
0.02564	5913.0	5091.0
0.05128	2418.0	2501.0
0.07692	1473.0	1800.0
0.10256	1066.0	1215.0
0.12821	702.0	950.0
0.15385	548.0	816.0
0.17949	450.0	696.0
0.20513	423.0	518.0
0.23077	375.0	520.0
0.25641	318.0	489.0
0.28205	306.0	418.0
0.30769	270.0	432.0
0.33333	216.0	363.0
0.35897	208.0	359.0
0.38462	164.0	282.0
0.41026	163.0	268.0
0.4359	164.0	242.0
0.46154	168.0	257.0
0.48718	167.0	251.0
0.51282	125.0	242.0
0.53846	156.0	227.0
0.5641	101.0	176.0
0.58974	110.0	164.0
0.61538	98.0	216.0
0.64103	118.0	187.0
0.66667	115.0	168.0
0.69231	58.0	162.0
0.71795	78.0	182.0
0.74359	93.0	125.0
0.76923	102.0	178.0
0.79487	87.0	134.0
0.82051	65.0	142.0
0.84615	78.0	112.0
0.87179	76.0	151.0
0.89744	81.0	129.0
0.92308	53.0	118.0
0.94872	73.0	108.0
0.97436	59.0	129.0
1.0	44.0	87.0
