f	pi	p0
0.02564	5900.0	5189.0
0.05128	2385.0	2468.0
0.07692	1486.0	1699.0
0.10256	1062.0	1203.0
0.12821	743.0	954.0
0.15385	596.0	798.0
0.17949	436.0	678.0
0.20513	410.0	533.0
0.23077	362.0	466.0
0.25641	333.0	505.0
0.28205	291.0	437.0
0.30769	286.0	458.0
0.33333	195.0	376.0
0.35897	213.0	318.0
0.38462	187.0	308.0
0.41026	173.0	289.0
0.4359	171.0	271.0
0.46154	125.0	227.0
0.48718	113.0	215.0
0.51282	140.0	213.0
0.53846	121.0	207.0
0.5641	92.0	162.0
0.58974	100.0	175.0
0.61538	84.0	166.0
0.64103	128.0	193.0
0.66667	86.0	172.0
0.69231	55.0	153.0
0.71795	86.0	142.0
0.74359	99.0	135.0
0.76923	88.0	197.0
0.79487	84.0	147.0
0.82051	70.0	123.0
0.84615	86.0	141.0
0.87179	78.0	141.0
0.89744	75.0	132.0
0.92308	65.0	130.0
0.94872	59.0	113.0
0.97436	67.0	93.0
1.0	63.0	101.0
