f	pi	p0
0.02564	6034.0	5193.0
0.05128	2312.0	2487.0
0.07692	1460.0	1705.0
0.10256	1077.0	1292.0
0.12821	643.0	966.0
0.15385	547.0	812.0
0.17949	492.0	705.0
0.20513	406.0	562.0
0.23077	332.0	482.0
0.25641	333.0	492.0
0.28205	260.0	420.0
0.30769	263.0	417.0
0.33333	210.0	361.0
0.35897	208.0	364.0
0.38462	195.0	313.0
0.41026	201.0	255.0
0.4359	170.0	258.0
0.46154	150.0	241.0
0.48718	150.0	249.0
0.51282	135.0	262.0
0.53846	154.0	235.0
0.5641	99.0	179.0
0.58974	104.0	211.0
0.61538	117.0	228.0
0.64103	113.0	185.0
0.66667	124.0	185.0
0.69231	50.0	157.0
0.71795	76.0	157.0
0.74359	73.0	156.0
0.76923	91.0	160.0
0.79487	86.0	144.0
0.82051	85.0	113.0
0.84615	76.0	130.0
0.87179	80.0	138.0
0.89744	76.0	128.0
0.92308	64.0	127.0
0.94872	67.0	91.0
0.97436	41.0	121.0
1.0	55.0	102.0
