f	pi	p0
0.02564	5949.0	5186.0
0.05128	2361.0	2550.0
0.07692	1397.0	1702.0
0.10256	1108.0	1229.0
0.12821	749.0	964.0
0.15385	581.0	813.0
0.17949	467.0	614.0
0.20513	401.0	596.0
0.23077	338.0	467.0
0.25641	326.0	508.0
0.28205	287.0	423.0
0.30769	270.0	433.0
0.33333	220.0	343.0
0.35897	240.0	365.0
0.38462	180.0	327.0
0.41026	173.0	273.0
0.4359	184.0	267.0
0.46154	131.0	260.0
0.48718	149.0	252.0
0.51282	150.0	272.0
0.53846	137.0	237.0
0.5641	103.0	190.0
0.58974	101.0	194.0
0.61538	105.0	184.0
0.64103	92.0	195.0
0.66667	84.0	205.0
0.69231	72.0	168.0
0.71795	90.0	192.0
0.74359	109.0	150.0
0.76923	98.0	164.0
0.79487	81.0	126.0
0.82051	70.0	125.0
0.84615	72.0	133.0
0.87179	66.0	131.0
0.89744	69.0	116.0
0.92308	52.0	129.0
0.94872	75.0	111.0
0.97436	42.0	126.0
1.0	51.0	101.0
