f	pi	p0
0.02564	5907.0	5221.0
0.05128	2423.0	2560.0
0.07692	1493.0	1731.0
0.10256	1031.0	1322.0
0.12821	685.0	989.0
0.15385	504.0	837.0
0.17949	485.0	701.0
0.20513	430.0	585.0
0.23077	361.0	475.0
0.25641	320.0	491.0
0.28205	290.0	439.0
0.30769	232.0	419.0
0.33333	216.0	320.0
0.35897	224.0	334.0
0.38462	199.0	317.0
0.41026	174.0	276.0
0.4359	163.0	275.0
0.46154	175.0	265.0
0.48718	127.0	217.0
0.51282	127.0	261.0
0.53846	141.0	209.0
0.5641	102.0	206.0
0.58974	97.0	198.0
0.61538	99.0	195.0
0.64103	127.0	212.0
0.66667	102.0	176.0
0.69231	58.0	147.0
0.71795	83.0	164.0
0.74359	99.0	155.0
0.76923	88.0	157.0
0.79487	75.0	104.0
0.82051	92.0	136.0
0.84615	95.0	124.0
0.87179	63.0	121.0
0.89744	62.0	124.0
0.92308	50.0	146.0
0.94872	81.0	106.0
0.97436	45.0	106.0
1.0	41.0	81.0
