f	pi	p0
0.02564	5821.0	5189.0
0.05128	2333.0	2516.0
0.07692	1438.0	1701.0
0.10256	1101.0	1260.0
0.12821	746.0	957.0
0.15385	553.0	806.0
0.17949	424.0	660.0
0.20513	415.0	596.0
0.23077	370.0	517.0
0.25641	365.0	482.0
0.28205	288.0	400.0
0.30769	267.0	430.0
0.33333	201.0	358.0
0.35897	191.0	323.0
0.38462	213.0	337.0
0.41026	160.0	305.0
0.4359	199.0	236.0
0.46154	171.0	261.0
0.48718	123.0	238.0
0.51282	150.0	252.0
0.53846	132.0	204.0
0.5641	95.0	183.0
0.58974	114.0	200.0
0.61538	97.0	225.0
0.64103	109.0	210.0
0.66667	109.0	173.0
0.69231	56.0	170.0
0.71795	92.0	163.0
0.74359	106.0	144.0
0.76923	88.0	145.0
0.79487	105.0	163.0
0.82051	68.0	133.0
0.84615	69.0	107.0
0.87179	67.0	118.0
0.89744	52.0	128.0
0.92308	50.0	138.0
0.94872	58.0	114.0
0.97436	43.0	100.0
1.0	53.0	101.0
