f	pi	p0
0.02564	5980.0	5069.0
0.05128	2296.0	2580.0
0.07692	1504.0	1655.0
0.10256	1113.0	1260.0
0.12821	690.0	919.0
0.15385	539.0	819.0
0.17949	461.0	692.0
0.20513	430.0	597.0
0.23077	324.0	522.0
0.25641	355.0	480.0
0.28205	279.0	452.0
0.30769	277.0	479.0
0.33333	223.0	358.0
0.35897	214.0	364.0
0.38462	190.0	362.0
0.41026	199.0	280.0
0.4359	181.0	258.0
0.46154	141.0	272.0
0.48718	135.0	217.0
0.51282	132.0	278.0
0.53846	141.0	255.0
0.5641	109.0	191.0
0.58974	108.0	187.0
0.61538	88.0	218.0
0.64103	106.0	187.0
0.66667	96.0	185.0
0.69231	62.0	167.0
0.71795	104.0	162.0
0.74359	95.0	147.0
0.76923	96.0	150.0
0.79487	69.0	132.0
0.82051	92.0	113.0
0.84615	79.0	115.0
0.87179	82.0	124.0
0.89744	68.0	127.0
0.92308	44.0	159.0
0.94872	76.0	99.0
0.97436	48.0	105.0
1.0	42.0	104.0
