f	pi	p0
0.02564	5915.0	5231.0
0.05128	2387.0	2542.0
0.07692	1417.0	1715.0
0.10256	1030.0	1267.0
0.12821	743.0	906.0
0.15385	550.0	795.0
0.17949	500.0	630.0
0.20513	425.0	557.0
0.23077	349.0	481.0
0.25641	293.0	479.0
0.28205	290.0	441.0
0.30769	262.0	444.0
0.33333	206.0	391.0
0.35897	203.0	325.0
0.38462	232.0	304.0
0.41026	194.0	282.0
0.4359	183.0	263.0
0.46154	142.0	256.0
0.48718	127.0	242.0
0.51282	144.0	249.0
0.53846	138.0	233.0
0.5641	96.0	216.0
0.58974	121.0	197.0
0.61538	100.0	182.0
0.64103	130.0	180.0
0.66667	106.0	159.0
0.69231	74.0	162.0
0.71795	60.0	138.0
0.74359	95.0	153.0
0.76923	99.0	190.0
0.79487	74.0	136.0
0.82051	80.0	145.0
0.84615	88.0	121.0
0.87179	92.0	148.0
0.89744	87.0	159.0
0.92308	52.0	156.0
0.94872	53.0	129.0
0.97436	53.0	112.0
1.0	44.0	109.0
