f	pi	p0
0.02564	5946.0	5045.0
0.05128	2302.0	2460.0
0.07692	1416.0	1638.0
0.10256	1066.0	1283.0
0.12821	741.0	951.0
0.15385	488.0	814.0
0.17949	427.0	695.0
0.20513	410.0	561.0
0.23077	336.0	477.0
0.25641	324.0	521.0
0.28205	282.0	445.0
0.30769	235.0	450.0
0.33333	216.0	352.0
0.35897	210.0	362.0
0.38462	205.0	337.0
0.41026	165.0	249.0
0.4359	177.0	233.0
0.46154	154.0	285.0
0.48718	115.0	262.0
0.51282	129.0	276.0
0.53846	137.0	231.0
0.5641	93.0	186.0
0.58974	96.0	163.0
0.61538	95.0	201.0
0.64103	100.0	208.0
0.66667	122.0	191.0
0.69231	84.0	151.0
0.71795	82.0	167.0
0.74359	91.0	127.0
0.76923	96.0	164.0
0.79487	80.0	124.0
0.82051	82.0	118.0
0.84615	83.0	126.0
0.87179	80.0	143.0
0.89744	65.0	139.0
0.92308	74.0	135.0
0.94872	88.0	106.0
0.97436	49.0	113.0
1.0	50.0	102.0
