f	pi	p0
0.02564	5992.0	5250.0
0.05128	2306.0	2567.0
0.07692	1470.0	1642.0
0.10256	997.0	1131.0
0.12821	764.0	1029.0
0.15385	532.0	799.0
0.17949	504.0	672.0
0.20513	407.0	548.0
0.23077	318.0	499.0
0.25641	357.0	495.0
0.28205	305.0	438.0
0.30769	270.0	419.0
0.33333	200.0	333.0
0.35897	204.0	335.0
0.38462	194.0	295.0
0.41026	188.0	274.0
0.4359	167.0	246.0
0.46154	158.0	224.0
0.48718	121.0	249.0
0.51282	133.0	252.0
0.53846	127.0	193.0
0.5641	98.0	185.0
0.58974	124.0	224.0
0.61538	99.0	200.0
0.64103	102.0	175.0
0.66667	96.0	159.0
0.69231	71.0	156.0
0.71795	78.0	168.0
0.74359	128.0	163.0
0.76923	100.0	192.0
0.79487	93.0	146.0
0.82051	79.0	124.0
0.84615	78.0	134.0
0.87179	65.0	125.0
0.89744	73.0	148.0
0.92308	59.0	142.0
0.94872	67.0	99.0
0.97436	49.0	119.0
1.0	48.0	93.0
