f	pi	p0
0.02564	5835.0	5317.0
0.05128	2389.0	2415.0
0.07692	1419.0	1713.0
0.10256	1079.0	1225.0
0.12821	699.0	930.0
0.15385	547.0	800.0
0.17949	447.0	686.0
0.20513	435.0	594.0
0.23077	349.0	504.0
0.25641	330.0	500.0
0.28205	266.0	435.0
0.30769	261.0	412.0
0.33333	233.0	374.0
0.35897	205.0	345.0
0.38462	215.0	294.0
0.41026	178.0	257.0
0.4359	178.0	270.0
0.46154	140.0	229.0
0.48718	116.0	225.0
0.51282	145.0	252.0
0.53846	136.0	215.0
0.5641	105.0	190.0
0.58974	112.0	180.0
0.61538	89.0	183.0
0.64103	83.0	193.0
0.66667	103.0	191.0
0.69231	66.0	150.0
0.71795	80.0	156.0
0.74359	90.0	167.0
0.76923	89.0	178.0
0.79487	97.0	166.0
0.82051	75.0	127.0
0.84615	56.0	136.0
0.87179	66.0	154.0
0.89744	58.0	125.0
0.92308	63.0	137.0
0.94872	63.0	122.0
0.97436	61.0	122.0
1.0	50.0	120.0
