f	pi	p0
0.02564	5976.0	5091.0
0.05128	2396.0	2596.0
0.07692	1380.0	1615.0
0.10256	1098.0	1230.0
0.12821	781.0	995.0
0.15385	549.0	760.0
0.17949	448.0	695.0
0.20513	425.0	565.0
0.23077	388.0	518.0
0.25641	310.0	490.0
0.28205	297.0	400.0
0.30769	257.0	419.0
0.33333	221.0	349.0
0.35897	207.0	317.0
0.38462	213.0	307.0
0.41026	188.0	274.0
0.4359	156.0	254.0
0.46154	173.0	232.0
0.48718	134.0	249.0
0.51282	158.0	257.0
0.53846	134.0	246.0
0.5641	110.0	175.0
0.58974	104.0	198.0
0.61538	111.0	182.0
0.64103	97.0	188.0
0.66667	87.0	162.0
0.69231	77.0	153.0
0.71795	89.0	150.0
0.74359	105.0	139.0
0.76923	76.0	165.0
0.79487	96.0	104.0
0.82051	70.0	137.0
0.84615	73.0	113.0
0.87179	73.0	135.0
0.89744	82.0	135.0
0.92308	54.0	144.0
0.94872	71.0	120.0
0.97436	51.0	107.0
1.0	71.0	107.0
