f	pi	p0
0.02564	5891.0	5198.0
0.05128	2387.0	2435.0
0.07692	1507.0	1664.0
0.10256	1051.0	1218.0
0.12821	734.0	956.0
0.15385	569.0	816.0
0.17949	442.0	656.0
0.20513	406.0	594.0
0.23077	322.0	503.0
0.25641	348.0	490.0
0.28205	303.0	449.0
0.30769	281.0	365.0
0.33333	203.0	326.0
0.35897	225.0	317.0
0.38462	191.0	332.0
0.41026	170.0	255.0
0.4359	160.0	275.0
0.46154	137.0	253.0
0.48718	123.0	264.0
0.51282	142.0	273.0
0.53846	142.0	197.0
0.5641	97.0	179.0
0.58974	105.0	182.0
0.61538	107.0	174.0
0.64103	87.0	185.0
0.66667	119.0	184.0
0.69231	75.0	161.0
0.71795	76.0	174.0
0.74359	98.0	167.0
0.76923	87.0	187.0
0.79487	101.0	115.0
0.82051	65.0	141.0
0.84615	69.0	130.0
0.87179	80.0	143.0
0.89744	67.0	144.0
0.92308	54.0	145.0
0.94872	67.0	82.0
0.97436	45.0	111.0
1.0	41.0	107.0
