f	pi	p0	pw
0.02564	710.0	405.0	9.0
0.05128	220.0	159.0	6.0
0.07692	138.0	112.0	6.0
0.10256	91.0	74.0	9.0
0.12821	87.0	75.0	4.0
0.15385	40.0	53.0	0.0
0.17949	20.0	38.0	0.0
0.20513	36.0	40.0	0.0
0.23077	13.0	20.0	0.0
0.25641	20.0	25.0	0.0
0.28205	16.0	35.0	0.0
0.30769	19.0	31.0	0.0
0.33333	13.0	24.0	0.0
0.35897	9.0	19.0	0.0
0.38462	19.0	31.0	1.0
0.41026	10.0	30.0	2.0
0.4359	7.0	14.0	0.0
0.46154	12.0	38.0	0.0
0.48718	4.0	16.0	0.0
0.51282	10.0	14.0	0.0
0.53846	7.0	23.0	0.0
0.5641	1.0	15.0	0.0
0.58974	3.0	17.0	0.0
0.61538	4.0	12.0	0.0
0.64103	8.0	14.0	1.0
0.66667	13.0	22.0	4.0
0.69231	4.0	12.0	0.0
0.71795	9.0	11.0	0.0
0.74359	7.0	6.0	0.0
0.76923	5.0	14.0	2.0
0.79487	11.0	3.0	0.0
0.82051	11.0	11.0	1.0
0.84615	14.0	0.0	0.0
0.87179	4.0	12.0	0.0
0.89744	7.0	9.0	0.0
0.92308	4.0	8.0	0.0
0.94872	3.0	7.0	0.0
0.97436	2.0	2.0	0.0
1.0	3.0	14.0	0.0
