f	pi	p0	pw
0.02564	665.0	395.0	12.0
0.05128	227.0	135.0	5.0
0.07692	132.0	77.0	1.0
0.10256	86.0	98.0	1.0
0.12821	62.0	61.0	6.0
0.15385	47.0	45.0	0.0
0.17949	37.0	30.0	0.0
0.20513	39.0	35.0	3.0
0.23077	20.0	30.0	0.0
0.25641	28.0	28.0	0.0
0.28205	18.0	27.0	1.0
0.30769	16.0	24.0	0.0
0.33333	20.0	16.0	0.0
0.35897	12.0	16.0	2.0
0.38462	18.0	31.0	0.0
0.41026	10.0	32.0	1.0
0.4359	8.0	16.0	0.0
0.46154	2.0	17.0	0.0
0.48718	5.0	12.0	0.0
0.51282	12.0	13.0	0.0
0.53846	6.0	17.0	0.0
0.5641	4.0	19.0	0.0
0.58974	6.0	20.0	0.0
0.61538	5.0	9.0	0.0
0.64103	9.0	15.0	0.0
0.66667	4.0	14.0	0.0
0.69231	4.0	11.0	0.0
0.71795	7.0	11.0	0.0
0.74359	10.0	5.0	0.0
0.76923	5.0	15.0	0.0
0.79487	8.0	11.0	0.0
0.82051	11.0	12.0	1.0
0.84615	12.0	5.0	0.0
0.87179	7.0	12.0	0.0
0.89744	3.0	7.0	0.0
0.92308	5.0	12.0	0.0
0.94872	8.0	12.0	0.0
0.97436	2.0	2.0	0.0
1.0	5.0	4.0	0.0
