f	pi	p0	pw
0.02564	684.0	383.0	10.0
0.05128	220.0	142.0	8.0
0.07692	127.0	100.0	2.0
0.10256	88.0	83.0	4.0
0.12821	64.0	66.0	3.0
0.15385	48.0	45.0	0.0
0.17949	32.0	37.0	0.0
0.20513	37.0	35.0	1.0
0.23077	16.0	27.0	0.0
0.25641	26.0	35.0	0.0
0.28205	27.0	41.0	1.0
0.30769	16.0	21.0	0.0
0.33333	15.0	23.0	0.0
0.35897	8.0	22.0	0.0
0.38462	21.0	26.0	0.0
0.41026	12.0	23.0	2.0
0.4359	12.0	22.0	0.0
0.46154	11.0	24.0	0.0
0.48718	6.0	7.0	0.0
0.51282	9.0	20.0	0.0
0.53846	8.0	19.0	0.0
0.5641	6.0	13.0	0.0
0.58974	5.0	16.0	0.0
0.61538	8.0	5.0	0.0
0.64103	5.0	14.0	3.0
0.66667	17.0	9.0	6.0
0.69231	1.0	13.0	0.0
0.71795	6.0	11.0	0.0
0.74359	10.0	8.0	0.0
0.76923	8.0	14.0	1.0
0.79487	6.0	1.0	0.0
0.82051	7.0	10.0	0.0
0.84615	4.0	4.0	0.0
0.87179	7.0	6.0	0.0
0.89744	4.0	4.0	0.0
0.92308	7.0	14.0	0.0
0.94872	3.0	7.0	0.0
0.97436	2.0	2.0	0.0
1.0	4.0	12.0	0.0
