f	pi	p0	pw
0.02564	668.0	411.0	12.0
0.05128	236.0	142.0	4.0
0.07692	123.0	102.0	5.0
0.10256	95.0	93.0	5.0
0.12821	77.0	83.0	5.0
0.15385	29.0	51.0	0.0
0.17949	30.0	38.0	0.0
0.20513	31.0	31.0	0.0
0.23077	20.0	27.0	0.0
0.25641	23.0	29.0	0.0
0.28205	23.0	22.0	0.0
0.30769	13.0	38.0	0.0
0.33333	21.0	16.0	2.0
0.35897	13.0	25.0	2.0
0.38462	33.0	24.0	0.0
0.41026	17.0	23.0	1.0
0.4359	16.0	18.0	0.0
0.46154	12.0	16.0	0.0
0.48718	2.0	16.0	0.0
0.51282	8.0	3.0	0.0
0.53846	8.0	16.0	0.0
0.5641	2.0	19.0	0.0
0.58974	2.0	14.0	0.0
0.61538	8.0	13.0	0.0
0.64103	7.0	12.0	2.0
0.66667	9.0	15.0	1.0
0.69231	8.0	17.0	2.0
0.71795	6.0	13.0	0.0
0.74359	7.0	8.0	0.0
0.76923	5.0	20.0	0.0
0.79487	2.0	2.0	0.0
0.82051	10.0	10.0	0.0
0.84615	7.0	1.0	0.0
0.87179	7.0	12.0	0.0
0.89744	0.0	7.0	0.0
0.92308	3.0	12.0	0.0
0.94872	2.0	9.0	0.0
0.97436	1.0	3.0	0.0
1.0	9.0	10.0	0.0
