f	pi	p0	pw
0.02564	682.0	384.0	12.0
0.05128	207.0	131.0	1.0
0.07692	125.0	107.0	3.0
0.10256	80.0	82.0	6.0
0.12821	56.0	63.0	4.0
0.15385	40.0	46.0	0.0
0.17949	32.0	41.0	0.0
0.20513	41.0	31.0	0.0
0.23077	26.0	20.0	0.0
0.25641	30.0	27.0	0.0
0.28205	27.0	28.0	1.0
0.30769	18.0	29.0	0.0
0.33333	20.0	24.0	0.0
0.35897	9.0	17.0	1.0
0.38462	27.0	19.0	2.0
0.41026	14.0	32.0	1.0
0.4359	16.0	26.0	0.0
0.46154	13.0	22.0	0.0
0.48718	5.0	6.0	0.0
0.51282	10.0	30.0	0.0
0.53846	6.0	15.0	0.0
0.5641	5.0	12.0	0.0
0.58974	4.0	22.0	0.0
0.61538	5.0	7.0	0.0
0.64103	7.0	8.0	3.0
0.66667	9.0	25.0	0.0
0.69231	11.0	15.0	1.0
0.71795	6.0	13.0	0.0
0.74359	5.0	8.0	0.0
0.76923	6.0	13.0	0.0
0.79487	8.0	4.0	0.0
0.82051	12.0	8.0	0.0
0.84615	12.0	3.0	0.0
0.87179	5.0	14.0	0.0
0.89744	3.0	5.0	0.0
0.92308	11.0	12.0	0.0
0.94872	5.0	9.0	0.0
0.97436	1.0	2.0	0.0
1.0	7.0	11.0	0.0
