f	pi	p0	pw
0.02564	679.0	417.0	11.0
0.05128	201.0	151.0	7.0
0.07692	124.0	112.0	3.0
0.10256	83.0	98.0	4.0
0.12821	56.0	79.0	5.0
0.15385	44.0	58.0	0.0
0.17949	36.0	39.0	0.0
0.20513	28.0	35.0	3.0
0.23077	13.0	24.0	0.0
0.25641	25.0	23.0	0.0
0.28205	36.0	25.0	2.0
0.30769	14.0	27.0	0.0
0.33333	22.0	22.0	0.0
0.35897	18.0	24.0	2.0
0.38462	14.0	27.0	1.0
0.41026	18.0	26.0	2.0
0.4359	12.0	21.0	0.0
0.46154	16.0	30.0	0.0
0.48718	8.0	18.0	0.0
0.51282	12.0	20.0	0.0
0.53846	8.0	15.0	0.0
0.5641	8.0	14.0	0.0
0.58974	0.0	20.0	0.0
0.61538	8.0	5.0	0.0
0.64103	7.0	11.0	1.0
0.66667	12.0	21.0	2.0
0.69231	3.0	13.0	1.0
0.71795	4.0	11.0	0.0
0.74359	8.0	3.0	0.0
0.76923	7.0	14.0	1.0
0.79487	8.0	6.0	0.0
0.82051	10.0	18.0	0.0
0.84615	2.0	5.0	0.0
0.87179	3.0	9.0	0.0
0.89744	5.0	5.0	0.0
0.92308	8.0	10.0	0.0
0.94872	3.0	15.0	0.0
0.97436	3.0	4.0	0.0
1.0	5.0	6.0	0.0
