f	pi	p0	pw
0.02564	636.0	397.0	8.0
0.05128	237.0	138.0	6.0
0.07692	120.0	98.0	3.0
0.10256	92.0	74.0	3.0
0.12821	85.0	71.0	4.0
0.15385	35.0	63.0	0.0
0.17949	44.0	38.0	0.0
0.20513	40.0	36.0	0.0
0.23077	22.0	30.0	0.0
0.25641	33.0	36.0	0.0
0.28205	28.0	29.0	2.0
0.30769	20.0	33.0	0.0
0.33333	18.0	20.0	0.0
0.35897	11.0	26.0	1.0
0.38462	21.0	23.0	2.0
0.41026	8.0	24.0	0.0
0.4359	13.0	21.0	0.0
0.46154	11.0	26.0	0.0
0.48718	3.0	10.0	0.0
0.51282	10.0	17.0	0.0
0.53846	9.0	9.0	0.0
0.5641	8.0	14.0	0.0
0.58974	6.0	20.0	0.0
0.61538	4.0	3.0	0.0
0.64103	9.0	17.0	1.0
0.66667	7.0	19.0	0.0
0.69231	7.0	13.0	1.0
0.71795	7.0	13.0	0.0
0.74359	7.0	5.0	0.0
0.76923	7.0	13.0	1.0
0.79487	12.0	1.0	0.0
0.82051	10.0	10.0	1.0
0.84615	17.0	0.0	0.0
0.87179	3.0	3.0	0.0
0.89744	1.0	8.0	0.0
0.92308	8.0	9.0	0.0
0.94872	6.0	4.0	0.0
0.97436	3.0	2.0	0.0
1.0	6.0	10.0	0.0
