f	pi	p0	pw
0.02564	707.0	415.0	21.0
0.05128	252.0	166.0	2.0
0.07692	132.0	124.0	1.0
0.10256	89.0	96.0	1.0
0.12821	68.0	72.0	4.0
0.15385	43.0	44.0	0.0
0.17949	36.0	40.0	0.0
0.20513	46.0	38.0	1.0
0.23077	11.0	29.0	0.0
0.25641	20.0	30.0	0.0
0.28205	21.0	38.0	2.0
0.30769	17.0	38.0	0.0
0.33333	19.0	26.0	0.0
0.35897	10.0	18.0	2.0
0.38462	21.0	27.0	0.0
0.41026	7.0	27.0	0.0
0.4359	16.0	22.0	0.0
0.46154	9.0	27.0	0.0
0.48718	7.0	10.0	0.0
0.51282	16.0	11.0	0.0
0.53846	9.0	26.0	0.0
0.5641	11.0	16.0	0.0
0.58974	4.0	24.0	0.0
0.61538	6.0	9.0	0.0
0.64103	8.0	13.0	3.0
0.66667	5.0	14.0	0.0
0.69231	2.0	10.0	0.0
0.71795	6.0	18.0	0.0
0.74359	11.0	9.0	0.0
0.76923	6.0	11.0	0.0
0.79487	10.0	2.0	0.0
0.82051	14.0	11.0	2.0
0.84615	8.0	2.0	0.0
0.87179	6.0	14.0	0.0
0.89744	2.0	8.0	0.0
0.92308	5.0	8.0	0.0
0.94872	4.0	10.0	0.0
0.97436	3.0	0.0	0.0
1.0	4.0	8.0	0.0
