f	pi	p0	pw
0.02564	702.0	405.0	9.0
0.05128	221.0	146.0	2.0
0.07692	127.0	97.0	5.0
0.10256	76.0	77.0	2.0
0.12821	79.0	92.0	2.0
0.15385	37.0	60.0	0.0
0.17949	36.0	38.0	0.0
0.20513	39.0	31.0	1.0
0.23077	20.0	28.0	0.0
0.25641	19.0	29.0	0.0
0.28205	33.0	25.0	1.0
0.30769	21.0	26.0	0.0
0.33333	20.0	20.0	0.0
0.35897	14.0	19.0	1.0
0.38462	27.0	32.0	2.0
0.41026	14.0	21.0	1.0
0.4359	17.0	25.0	0.0
0.46154	8.0	26.0	0.0
0.48718	4.0	11.0	0.0
0.51282	11.0	18.0	0.0
0.53846	12.0	13.0	0.0
0.5641	9.0	22.0	0.0
0.58974	3.0	22.0	0.0
0.61538	5.0	6.0	0.0
0.64103	7.0	20.0	2.0
0.66667	7.0	17.0	0.0
0.69231	4.0	15.0	0.0
0.71795	6.0	10.0	0.0
0.74359	7.0	4.0	0.0
0.76923	6.0	15.0	0.0
0.79487	10.0	3.0	0.0
0.82051	12.0	8.0	0.0
0.84615	7.0	3.0	0.0
0.87179	8.0	6.0	0.0
0.89744	2.0	7.0	0.0
0.92308	11.0	12.0	0.0
0.94872	4.0	7.0	0.0
0.97436	3.0	2.0	0.0
1.0	4.0	7.0	0.0
