f	pi	p0	pw
0.02564	680.0	405.0	10.0
0.05128	203.0	125.0	5.0
0.07692	108.0	106.0	1.0
0.10256	92.0	88.0	9.0
0.12821	57.0	80.0	4.0
0.15385	34.0	57.0	0.0
0.17949	35.0	30.0	0.0
0.20513	44.0	41.0	0.0
0.23077	23.0	25.0	0.0
0.25641	30.0	26.0	0.0
0.28205	20.0	27.0	1.0
0.30769	14.0	31.0	0.0
0.33333	15.0	23.0	1.0
0.35897	9.0	31.0	2.0
0.38462	24.0	23.0	0.0
0.41026	8.0	26.0	2.0
0.4359	19.0	16.0	0.0
0.46154	8.0	28.0	0.0
0.48718	2.0	12.0	0.0
0.51282	11.0	11.0	0.0
0.53846	5.0	13.0	0.0
0.5641	6.0	19.0	0.0
0.58974	1.0	14.0	0.0
0.61538	9.0	10.0	0.0
0.64103	2.0	21.0	0.0
0.66667	8.0	12.0	2.0
0.69231	3.0	14.0	0.0
0.71795	6.0	17.0	0.0
0.74359	11.0	9.0	0.0
0.76923	8.0	16.0	0.0
0.79487	5.0	1.0	0.0
0.82051	21.0	15.0	2.0
0.84615	7.0	3.0	0.0
0.87179	4.0	13.0	0.0
0.89744	4.0	9.0	0.0
0.92308	11.0	13.0	0.0
0.94872	4.0	8.0	0.0
0.97436	1.0	2.0	0.0
1.0	4.0	6.0	0.0
