f	pi	p0	pw
0.02564	656.0	365.0	20.0
0.05128	204.0	152.0	2.0
0.07692	142.0	96.0	4.0
0.10256	77.0	93.0	2.0
0.12821	84.0	85.0	2.0
0.15385	44.0	49.0	0.0
0.17949	45.0	42.0	0.0
0.20513	36.0	31.0	0.0
0.23077	19.0	26.0	0.0
0.25641	19.0	37.0	0.0
0.28205	19.0	36.0	1.0
0.30769	15.0	39.0	0.0
0.33333	16.0	16.0	2.0
0.35897	18.0	33.0	2.0
0.38462	26.0	26.0	0.0
0.41026	19.0	17.0	2.0
0.4359	10.0	25.0	0.0
0.46154	14.0	20.0	0.0
0.48718	8.0	8.0	0.0
0.51282	13.0	14.0	0.0
0.53846	5.0	9.0	0.0
0.5641	6.0	10.0	0.0
0.58974	5.0	20.0	0.0
0.61538	6.0	7.0	0.0
0.64103	9.0	12.0	2.0
0.66667	8.0	23.0	3.0
0.69231	8.0	13.0	2.0
0.71795	6.0	3.0	0.0
0.74359	3.0	5.0	0.0
0.76923	7.0	17.0	1.0
0.79487	10.0	3.0	0.0
0.82051	9.0	10.0	1.0
0.84615	8.0	3.0	0.0
0.87179	2.0	12.0	0.0
0.89744	1.0	5.0	0.0
0.92308	9.0	14.0	0.0
0.94872	6.0	11.0	0.0
0.97436	1.0	1.0	0.0
1.0	6.0	14.0	0.0
