f	pi	p0	pw
0.02564	675.0	406.0	11.0
0.05128	242.0	127.0	3.0
0.07692	136.0	105.0	2.0
0.10256	84.0	97.0	8.0
0.12821	70.0	83.0	3.0
0.15385	41.0	42.0	0.0
0.17949	42.0	21.0	0.0
0.20513	38.0	29.0	1.0
0.23077	15.0	26.0	0.0
0.25641	29.0	40.0	0.0
0.28205	21.0	35.0	0.0
0.30769	20.0	35.0	0.0
0.33333	29.0	9.0	2.0
0.35897	3.0	19.0	1.0
0.38462	17.0	26.0	0.0
0.41026	9.0	25.0	1.0
0.4359	14.0	21.0	0.0
0.46154	14.0	31.0	0.0
0.48718	7.0	23.0	0.0
0.51282	9.0	14.0	0.0
0.53846	6.0	12.0	0.0
0.5641	8.0	19.0	0.0
0.58974	4.0	12.0	0.0
0.61538	9.0	5.0	0.0
0.64103	4.0	21.0	0.0
0.66667	9.0	23.0	2.0
0.69231	12.0	16.0	2.0
0.71795	5.0	12.0	0.0
0.74359	8.0	4.0	0.0
0.76923	4.0	10.0	0.0
0.79487	5.0	4.0	0.0
0.82051	8.0	9.0	0.0
0.84615	7.0	3.0	0.0
0.87179	8.0	10.0	0.0
0.89744	1.0	5.0	0.0
0.92308	6.0	15.0	0.0
0.94872	5.0	3.0	0.0
0.97436	2.0	1.0	0.0
1.0	2.0	12.0	0.0
