f	pi	p0	pw
0.02564	700.0	387.0	8.0
0.05128	212.0	142.0	7.0
0.07692	133.0	100.0	4.0
0.10256	94.0	72.0	3.0
0.12821	80.0	77.0	4.0
0.15385	44.0	59.0	0.0
0.17949	29.0	32.0	0.0
0.20513	39.0	42.0	1.0
0.23077	11.0	30.0	0.0
0.25641	23.0	26.0	0.0
0.28205	19.0	27.0	2.0
0.30769	10.0	18.0	0.0
0.33333	21.0	26.0	0.0
0.35897	11.0	16.0	0.0
0.38462	23.0	26.0	0.0
0.41026	8.0	27.0	2.0
0.4359	10.0	12.0	0.0
0.46154	11.0	40.0	0.0
0.48718	11.0	20.0	0.0
0.51282	13.0	10.0	0.0
0.53846	11.0	18.0	0.0
0.5641	8.0	11.0	0.0
0.58974	2.0	17.0	0.0
0.61538	8.0	5.0	0.0
0.64103	7.0	9.0	0.0
0.66667	13.0	14.0	5.0
0.69231	8.0	15.0	1.0
0.71795	3.0	11.0	0.0
0.74359	6.0	3.0	0.0
0.76923	9.0	18.0	0.0
0.79487	7.0	6.0	0.0
0.82051	10.0	7.0	1.0
0.84615	9.0	3.0	0.0
0.87179	7.0	9.0	0.0
0.89744	2.0	12.0	0.0
0.92308	4.0	16.0	0.0
0.94872	2.0	8.0	0.0
0.97436	0.0	1.0	0.0
1.0	4.0	10.0	0.0
