f	pi	p0	pw
0.02564	711.0	378.0	11.0
0.05128	248.0	135.0	8.0
0.07692	117.0	106.0	5.0
0.10256	89.0	95.0	4.0
0.12821	75.0	82.0	4.0
0.15385	35.0	49.0	0.0
0.17949	36.0	29.0	0.0
0.20513	36.0	37.0	0.0
0.23077	13.0	23.0	0.0
0.25641	37.0	47.0	0.0
0.28205	18.0	30.0	0.0
0.30769	26.0	26.0	0.0
0.33333	21.0	33.0	1.0
0.35897	18.0	26.0	0.0
0.38462	26.0	24.0	2.0
0.41026	6.0	33.0	0.0
0.4359	7.0	21.0	0.0
0.46154	9.0	19.0	0.0
0.48718	7.0	13.0	0.0
0.51282	13.0	12.0	0.0
0.53846	9.0	16.0	0.0
0.5641	3.0	20.0	0.0
0.58974	8.0	17.0	0.0
0.61538	11.0	7.0	0.0
0.64103	10.0	17.0	2.0
0.66667	10.0	21.0	1.0
0.69231	12.0	16.0	1.0
0.71795	2.0	13.0	0.0
0.74359	10.0	9.0	0.0
0.76923	5.0	13.0	1.0
0.79487	4.0	5.0	0.0
0.82051	14.0	14.0	1.0
0.84615	7.0	4.0	0.0
0.87179	10.0	12.0	0.0
0.89744	2.0	13.0	0.0
0.92308	6.0	16.0	0.0
0.94872	4.0	4.0	0.0
0.97436	0.0	2.0	0.0
1.0	3.0	7.0	0.0
