f	pi	p0	pw
0.02564	661.0	404.0	10.0
0.05128	216.0	146.0	1.0
0.07692	122.0	89.0	1.0
0.10256	73.0	74.0	5.0
0.12821	80.0	84.0	6.0
0.15385	39.0	59.0	0.0
0.17949	44.0	32.0	0.0
0.20513	37.0	30.0	0.0
0.23077	19.0	32.0	0.0
0.25641	24.0	29.0	0.0
0.28205	19.0	25.0	1.0
0.30769	24.0	35.0	0.0
0.33333	17.0	26.0	2.0
0.35897	10.0	15.0	3.0
0.38462	21.0	16.0	3.0
0.41026	14.0	26.0	1.0
0.4359	17.0	19.0	0.0
0.46154	14.0	41.0	0.0
0.48718	4.0	13.0	0.0
0.51282	15.0	21.0	0.0
0.53846	8.0	13.0	0.0
0.5641	5.0	18.0	0.0
0.58974	4.0	16.0	0.0
0.61538	6.0	6.0	0.0
0.64103	8.0	17.0	3.0
0.66667	6.0	19.0	2.0
0.69231	7.0	20.0	1.0
0.71795	3.0	6.0	0.0
0.74359	10.0	0.0	0.0
0.76923	6.0	15.0	0.0
0.79487	11.0	5.0	0.0
0.82051	9.0	9.0	2.0
0.84615	13.0	1.0	0.0
0.87179	7.0	9.0	0.0
0.89744	5.0	9.0	0.0
0.92308	8.0	8.0	0.0
0.94872	5.0	7.0	0.0
0.97436	3.0	3.0	0.0
1.0	7.0	7.0	0.0
