f	pi	p0	pw
0.02564	667.0	417.0	15.0
0.05128	213.0	145.0	6.0
0.07692	128.0	94.0	3.0
0.10256	80.0	76.0	7.0
0.12821	74.0	82.0	3.0
0.15385	32.0	48.0	0.0
0.17949	43.0	27.0	0.0
0.20513	33.0	28.0	0.0
0.23077	18.0	31.0	0.0
0.25641	27.0	25.0	0.0
0.28205	24.0	37.0	1.0
0.30769	15.0	42.0	0.0
0.33333	26.0	11.0	0.0
0.35897	12.0	24.0	0.0
0.38462	26.0	26.0	4.0
0.41026	5.0	22.0	0.0
0.4359	10.0	11.0	0.0
0.46154	12.0	23.0	0.0
0.48718	5.0	9.0	0.0
0.51282	15.0	26.0	0.0
0.53846	3.0	25.0	0.0
0.5641	2.0	18.0	0.0
0.58974	2.0	14.0	0.0
0.61538	9.0	14.0	0.0
0.64103	8.0	26.0	3.0
0.66667	7.0	11.0	0.0
0.69231	6.0	12.0	0.0
0.71795	6.0	15.0	0.0
0.74359	12.0	5.0	0.0
0.76923	7.0	13.0	0.0
0.79487	9.0	4.0	0.0
0.82051	11.0	17.0	2.0
0.84615	8.0	4.0	0.0
0.87179	8.0	13.0	0.0
0.89744	2.0	8.0	0.0
0.92308	6.0	12.0	0.0
0.94872	3.0	12.0	0.0
0.97436	7.0	1.0	0.0
1.0	9.0	9.0	0.0
