f	pi	p0	pw
0.02564	690.0	355.0	11.0
0.05128	205.0	171.0	5.0
0.07692	113.0	90.0	3.0
0.10256	108.0	80.0	9.0
0.12821	87.0	84.0	2.0
0.15385	30.0	53.0	0.0
0.17949	38.0	33.0	0.0
0.20513	37.0	40.0	0.0
0.23077	18.0	24.0	0.0
0.25641	33.0	42.0	0.0
0.28205	22.0	29.0	0.0
0.30769	21.0	44.0	0.0
0.33333	24.0	21.0	1.0
0.35897	11.0	23.0	2.0
0.38462	14.0	26.0	1.0
0.41026	13.0	38.0	0.0
0.4359	12.0	21.0	0.0
0.46154	17.0	20.0	0.0
0.48718	11.0	5.0	0.0
0.51282	14.0	12.0	0.0
0.53846	12.0	13.0	0.0
0.5641	8.0	16.0	0.0
0.58974	4.0	16.0	0.0
0.61538	5.0	6.0	0.0
0.64103	5.0	14.0	1.0
0.66667	7.0	7.0	0.0
0.69231	9.0	16.0	1.0
0.71795	7.0	17.0	0.0
0.74359	8.0	5.0	0.0
0.76923	11.0	16.0	2.0
0.79487	4.0	5.0	0.0
0.82051	14.0	10.0	2.0
0.84615	7.0	1.0	0.0
0.87179	8.0	8.0	0.0
0.89744	6.0	5.0	0.0
0.92308	4.0	13.0	0.0
0.94872	4.0	12.0	0.0
0.97436	2.0	2.0	0.0
1.0	2.0	13.0	0.0
