f	pi	p0	pw
0.02564	659.0	431.0	11.0
0.05128	214.0	152.0	7.0
0.07692	143.0	89.0	2.0
0.10256	94.0	92.0	4.0
0.12821	54.0	83.0	2.0
0.15385	46.0	49.0	0.0
0.17949	43.0	37.0	0.0
0.20513	38.0	38.0	0.0
0.23077	27.0	20.0	0.0
0.25641	19.0	30.0	0.0
0.28205	15.0	30.0	1.0
0.30769	17.0	33.0	0.0
0.33333	17.0	19.0	1.0
0.35897	8.0	27.0	0.0
0.38462	17.0	31.0	1.0
0.41026	11.0	18.0	1.0
0.4359	11.0	18.0	0.0
0.46154	10.0	23.0	0.0
0.48718	5.0	6.0	0.0
0.51282	17.0	16.0	0.0
0.53846	2.0	22.0	0.0
0.5641	4.0	14.0	0.0
0.58974	4.0	18.0	0.0
0.61538	6.0	7.0	0.0
0.64103	6.0	15.0	1.0
0.66667	9.0	14.0	4.0
0.69231	7.0	13.0	0.0
0.71795	6.0	5.0	0.0
0.74359	5.0	3.0	0.0
0.76923	4.0	13.0	1.0
0.79487	7.0	2.0	0.0
0.82051	12.0	8.0	4.0
0.84615	11.0	1.0	0.0
0.87179	5.0	13.0	0.0
0.89744	0.0	10.0	0.0
0.92308	5.0	11.0	0.0
0.94872	4.0	15.0	0.0
0.97436	4.0	3.0	0.0
1.0	7.0	12.0	0.0
