f	pi	p0	pw
0.02564	733.0	417.0	9.0
0.05128	203.0	142.0	5.0
0.07692	114.0	117.0	3.0
0.10256	89.0	66.0	5.0
0.12821	76.0	64.0	5.0
0.15385	54.0	66.0	0.0
0.17949	36.0	32.0	0.0
0.20513	44.0	20.0	0.0
0.23077	21.0	21.0	0.0
0.25641	33.0	25.0	0.0
0.28205	26.0	29.0	2.0
0.30769	10.0	32.0	0.0
0.33333	20.0	30.0	1.0
0.35897	9.0	21.0	1.0
0.38462	27.0	19.0	0.0
0.41026	9.0	16.0	1.0
0.4359	7.0	14.0	0.0
0.46154	9.0	29.0	0.0
0.48718	9.0	12.0	0.0
0.51282	14.0	17.0	0.0
0.53846	4.0	15.0	0.0
0.5641	4.0	17.0	0.0
0.58974	5.0	14.0	0.0
0.61538	4.0	7.0	0.0
0.64103	7.0	15.0	1.0
0.66667	16.0	16.0	4.0
0.69231	3.0	14.0	1.0
0.71795	8.0	11.0	0.0
0.74359	5.0	4.0	0.0
0.76923	11.0	12.0	2.0
0.79487	10.0	5.0	0.0
0.82051	9.0	9.0	0.0
0.84615	4.0	1.0	0.0
0.87179	6.0	19.0	0.0
0.89744	5.0	10.0	0.0
0.92308	5.0	14.0	0.0
0.94872	7.0	7.0	0.0
0.97436	2.0	2.0	0.0
1.0	5.0	16.0	0.0
