f	pi	p0	pw
0.02564	671.0	367.0	7.0
0.05128	241.0	140.0	8.0
0.07692	149.0	97.0	1.0
0.10256	65.0	81.0	3.0
0.12821	69.0	89.0	6.0
0.15385	45.0	41.0	0.0
0.17949	41.0	42.0	0.0
0.20513	36.0	32.0	1.0
0.23077	16.0	20.0	0.0
0.25641	19.0	42.0	0.0
0.28205	21.0	35.0	0.0
0.30769	18.0	29.0	0.0
0.33333	12.0	19.0	0.0
0.35897	13.0	28.0	0.0
0.38462	25.0	27.0	0.0
0.41026	11.0	20.0	0.0
0.4359	14.0	16.0	0.0
0.46154	5.0	34.0	0.0
0.48718	6.0	9.0	0.0
0.51282	13.0	14.0	0.0
0.53846	3.0	11.0	0.0
0.5641	6.0	11.0	0.0
0.58974	6.0	21.0	0.0
0.61538	9.0	3.0	0.0
0.64103	7.0	10.0	2.0
0.66667	15.0	15.0	2.0
0.69231	9.0	13.0	0.0
0.71795	4.0	8.0	0.0
0.74359	5.0	3.0	0.0
0.76923	7.0	12.0	1.0
0.79487	7.0	4.0	0.0
0.82051	11.0	9.0	3.0
0.84615	10.0	2.0	0.0
0.87179	4.0	10.0	0.0
0.89744	4.0	7.0	0.0
0.92308	18.0	15.0	0.0
0.94872	7.0	6.0	0.0
0.97436	1.0	1.0	0.0
1.0	4.0	8.0	0.0
