f	pi	p0	pw
0.02564	665.0	424.0	14.0
0.05128	201.0	149.0	4.0
0.07692	143.0	99.0	4.0
0.10256	74.0	67.0	5.0
0.12821	71.0	80.0	3.0
0.15385	29.0	48.0	0.0
0.17949	44.0	40.0	0.0
0.20513	35.0	43.0	3.0
0.23077	26.0	27.0	0.0
0.25641	21.0	24.0	0.0
0.28205	17.0	28.0	1.0
0.30769	21.0	30.0	0.0
0.33333	23.0	29.0	1.0
0.35897	12.0	15.0	3.0
0.38462	25.0	26.0	1.0
0.41026	8.0	19.0	0.0
0.4359	10.0	16.0	0.0
0.46154	15.0	34.0	0.0
0.48718	6.0	11.0	0.0
0.51282	14.0	14.0	0.0
0.53846	9.0	19.0	0.0
0.5641	4.0	24.0	0.0
0.58974	4.0	20.0	0.0
0.61538	8.0	9.0	0.0
0.64103	7.0	12.0	2.0
0.66667	7.0	21.0	1.0
0.69231	9.0	16.0	2.0
0.71795	6.0	10.0	0.0
0.74359	5.0	3.0	0.0
0.76923	6.0	12.0	2.0
0.79487	4.0	2.0	0.0
0.82051	16.0	9.0	2.0
0.84615	3.0	3.0	0.0
0.87179	5.0	14.0	0.0
0.89744	2.0	10.0	0.0
0.92308	2.0	8.0	0.0
0.94872	6.0	6.0	0.0
0.97436	2.0	2.0	0.0
1.0	4.0	9.0	0.0
