f	pi	p0	pw
0.02564	656.0	414.0	12.0
0.05128	219.0	143.0	7.0
0.07692	124.0	74.0	1.0
0.10256	83.0	91.0	3.0
0.12821	65.0	63.0	2.0
0.15385	34.0	56.0	0.0
0.17949	49.0	29.0	0.0
0.20513	43.0	23.0	1.0
0.23077	16.0	27.0	0.0
0.25641	34.0	26.0	0.0
0.28205	27.0	34.0	3.0
0.30769	18.0	31.0	0.0
0.33333	21.0	13.0	0.0
0.35897	7.0	28.0	1.0
0.38462	18.0	16.0	2.0
0.41026	14.0	33.0	2.0
0.4359	9.0	24.0	0.0
0.46154	8.0	17.0	0.0
0.48718	7.0	13.0	0.0
0.51282	12.0	17.0	0.0
0.53846	3.0	19.0	0.0
0.5641	2.0	23.0	0.0
0.58974	2.0	13.0	0.0
0.61538	9.0	8.0	0.0
0.64103	7.0	19.0	1.0
0.66667	4.0	15.0	0.0
0.69231	9.0	13.0	3.0
0.71795	4.0	12.0	0.0
0.74359	8.0	5.0	0.0
0.76923	9.0	11.0	1.0
0.79487	13.0	6.0	0.0
0.82051	9.0	9.0	0.0
0.84615	8.0	3.0	0.0
0.87179	10.0	12.0	0.0
0.89744	2.0	4.0	0.0
0.92308	6.0	19.0	0.0
0.94872	7.0	9.0	0.0
0.97436	2.0	3.0	0.0
1.0	8.0	13.0	0.0
