f	pi	p0	pw
0.02564	680.0	373.0	13.0
0.05128	224.0	151.0	5.0
0.07692	154.0	92.0	5.0
0.10256	72.0	69.0	4.0
0.12821	75.0	67.0	2.0
0.15385	42.0	52.0	0.0
0.17949	35.0	32.0	0.0
0.20513	32.0	35.0	0.0
0.23077	20.0	24.0	0.0
0.25641	29.0	28.0	0.0
0.28205	19.0	30.0	1.0
0.30769	15.0	31.0	0.0
0.33333	22.0	20.0	1.0
0.35897	13.0	22.0	1.0
0.38462	14.0	22.0	3.0
0.41026	12.0	19.0	1.0
0.4359	13.0	26.0	0.0
0.46154	12.0	18.0	0.0
0.48718	7.0	13.0	0.0
0.51282	15.0	23.0	0.0
0.53846	7.0	15.0	0.0
0.5641	4.0	20.0	0.0
0.58974	5.0	24.0	0.0
0.61538	7.0	5.0	0.0
0.64103	5.0	16.0	0.0
0.66667	9.0	15.0	1.0
0.69231	13.0	19.0	2.0
0.71795	3.0	11.0	0.0
0.74359	9.0	5.0	0.0
0.76923	7.0	11.0	3.0
0.79487	12.0	2.0	0.0
0.82051	13.0	10.0	1.0
0.84615	6.0	5.0	0.0
0.87179	7.0	6.0	0.0
0.89744	1.0	7.0	0.0
0.92308	5.0	10.0	0.0
0.94872	3.0	9.0	0.0
0.97436	1.0	1.0	0.0
1.0	5.0	8.0	0.0
