f	pi	p0	pw
0.02564	738.0	403.0	16.0
0.05128	204.0	136.0	7.0
0.07692	127.0	102.0	2.0
0.10256	106.0	74.0	4.0
0.12821	83.0	72.0	4.0
0.15385	50.0	52.0	0.0
0.17949	38.0	37.0	0.0
0.20513	37.0	30.0	1.0
0.23077	19.0	32.0	0.0
0.25641	20.0	31.0	0.0
0.28205	15.0	27.0	1.0
0.30769	14.0	17.0	0.0
0.33333	19.0	21.0	0.0
0.35897	15.0	27.0	1.0
0.38462	21.0	25.0	1.0
0.41026	13.0	22.0	2.0
0.4359	11.0	13.0	0.0
0.46154	13.0	26.0	0.0
0.48718	6.0	14.0	0.0
0.51282	13.0	10.0	0.0
0.53846	6.0	17.0	0.0
0.5641	6.0	13.0	0.0
0.58974	4.0	13.0	0.0
0.61538	6.0	9.0	0.0
0.64103	6.0	10.0	1.0
0.66667	12.0	17.0	1.0
0.69231	10.0	20.0	0.0
0.71795	2.0	7.0	0.0
0.74359	7.0	6.0	0.0
0.76923	8.0	11.0	1.0
0.79487	9.0	2.0	0.0
0.82051	7.0	15.0	0.0
0.84615	9.0	2.0	0.0
0.87179	4.0	9.0	0.0
0.89744	7.0	12.0	0.0
0.92308	10.0	12.0	0.0
0.94872	3.0	15.0	0.0
0.97436	3.0	1.0	0.0
1.0	4.0	11.0	0.0
