f	pi	p0	pw
0.02564	672.0	426.0	7.0
0.05128	217.0	150.0	3.0
0.07692	108.0	111.0	0.0
0.10256	104.0	97.0	6.0
0.12821	61.0	74.0	7.0
0.15385	32.0	49.0	0.0
0.17949	25.0	39.0	0.0
0.20513	39.0	35.0	1.0
0.23077	16.0	22.0	0.0
0.25641	29.0	39.0	0.0
0.28205	22.0	36.0	0.0
0.30769	19.0	22.0	0.0
0.33333	20.0	20.0	2.0
0.35897	9.0	21.0	1.0
0.38462	24.0	28.0	0.0
0.41026	6.0	30.0	1.0
0.4359	11.0	24.0	0.0
0.46154	10.0	27.0	0.0
0.48718	6.0	19.0	0.0
0.51282	7.0	9.0	0.0
0.53846	5.0	13.0	0.0
0.5641	8.0	23.0	0.0
0.58974	7.0	19.0	0.0
0.61538	10.0	9.0	0.0
0.64103	7.0	10.0	0.0
0.66667	7.0	22.0	2.0
0.69231	7.0	12.0	0.0
0.71795	8.0	4.0	0.0
0.74359	5.0	4.0	0.0
0.76923	11.0	8.0	1.0
0.79487	11.0	6.0	0.0
0.82051	12.0	14.0	2.0
0.84615	8.0	1.0	0.0
0.87179	12.0	7.0	0.0
0.89744	4.0	6.0	0.0
0.92308	8.0	13.0	0.0
0.94872	9.0	8.0	0.0
0.97436	1.0	3.0	0.0
1.0	9.0	4.0	0.0
