f	pi	p0	pw
0.02564	677.0	395.0	10.0
0.05128	200.0	135.0	3.0
0.07692	110.0	95.0	3.0
0.10256	80.0	98.0	7.0
0.12821	66.0	75.0	6.0
0.15385	54.0	69.0	0.0
0.17949	36.0	32.0	0.0
0.20513	32.0	32.0	0.0
0.23077	22.0	24.0	0.0
0.25641	25.0	37.0	0.0
0.28205	28.0	28.0	5.0
0.30769	17.0	22.0	0.0
0.33333	25.0	29.0	3.0
0.35897	13.0	21.0	1.0
0.38462	31.0	31.0	4.0
0.41026	16.0	20.0	1.0
0.4359	11.0	18.0	0.0
0.46154	6.0	28.0	0.0
0.48718	9.0	16.0	0.0
0.51282	5.0	18.0	0.0
0.53846	8.0	12.0	0.0
0.5641	8.0	17.0	0.0
0.58974	3.0	16.0	0.0
0.61538	9.0	9.0	0.0
0.64103	7.0	15.0	0.0
0.66667	9.0	19.0	2.0
0.69231	13.0	24.0	2.0
0.71795	1.0	15.0	0.0
0.74359	9.0	6.0	0.0
0.76923	12.0	20.0	4.0
0.79487	10.0	6.0	0.0
0.82051	10.0	13.0	1.0
0.84615	12.0	2.0	0.0
0.87179	8.0	10.0	0.0
0.89744	0.0	9.0	0.0
0.92308	8.0	9.0	0.0
0.94872	8.0	9.0	0.0
0.97436	1.0	4.0	0.0
1.0	7.0	11.0	0.0
