f	pi	p0	pw
0.02564	694.0	406.0	8.0
0.05128	229.0	156.0	5.0
0.07692	127.0	106.0	2.0
0.10256	95.0	63.0	10.0
0.12821	74.0	77.0	2.0
0.15385	25.0	41.0	0.0
0.17949	19.0	50.0	0.0
0.20513	34.0	34.0	1.0
0.23077	17.0	25.0	0.0
0.25641	26.0	28.0	0.0
0.28205	29.0	28.0	1.0
0.30769	16.0	24.0	0.0
0.33333	18.0	17.0	2.0
0.35897	8.0	29.0	1.0
0.38462	33.0	29.0	3.0
0.41026	14.0	33.0	0.0
0.4359	13.0	21.0	0.0
0.46154	6.0	18.0	0.0
0.48718	5.0	8.0	0.0
0.51282	8.0	18.0	0.0
0.53846	14.0	18.0	0.0
0.5641	7.0	21.0	0.0
0.58974	3.0	13.0	0.0
0.61538	7.0	12.0	0.0
0.64103	2.0	16.0	0.0
0.66667	10.0	15.0	2.0
0.69231	11.0	12.0	0.0
0.71795	10.0	16.0	0.0
0.74359	11.0	8.0	0.0
0.76923	7.0	23.0	0.0
0.79487	5.0	2.0	0.0
0.82051	13.0	14.0	1.0
0.84615	9.0	4.0	0.0
0.87179	8.0	11.0	0.0
0.89744	7.0	4.0	0.0
0.92308	6.0	11.0	0.0
0.94872	5.0	8.0	0.0
0.97436	2.0	5.0	0.0
1.0	5.0	10.0	0.0
