f	pi	p0	pw
0.02564	671.0	414.0	17.0
0.05128	211.0	150.0	5.0
0.07692	129.0	105.0	3.0
0.10256	84.0	90.0	8.0
0.12821	97.0	95.0	8.0
0.15385	33.0	58.0	0.0
0.17949	42.0	35.0	0.0
0.20513	33.0	25.0	0.0
0.23077	13.0	27.0	0.0
0.25641	17.0	33.0	0.0
0.28205	30.0	30.0	0.0
0.30769	15.0	22.0	0.0
0.33333	21.0	19.0	0.0
0.35897	11.0	27.0	1.0
0.38462	24.0	27.0	1.0
0.41026	17.0	22.0	1.0
0.4359	13.0	15.0	0.0
0.46154	10.0	27.0	0.0
0.48718	5.0	14.0	0.0
0.51282	21.0	8.0	0.0
0.53846	8.0	14.0	0.0
0.5641	7.0	14.0	0.0
0.58974	9.0	19.0	0.0
0.61538	7.0	12.0	0.0
0.64103	7.0	16.0	0.0
0.66667	10.0	14.0	0.0
0.69231	10.0	17.0	1.0
0.71795	5.0	9.0	0.0
0.74359	9.0	3.0	0.0
0.76923	7.0	19.0	1.0
0.79487	5.0	3.0	0.0
0.82051	14.0	16.0	1.0
0.84615	9.0	3.0	0.0
0.87179	7.0	10.0	0.0
0.89744	7.0	12.0	0.0
0.92308	6.0	10.0	0.0
0.94872	6.0	7.0	0.0
0.97436	3.0	1.0	0.0
1.0	4.0	9.0	0.0
