f	pi	p0	pw
0.02564	676.0	424.0	15.0
0.05128	230.0	135.0	3.0
0.07692	125.0	105.0	3.0
0.10256	92.0	85.0	5.0
0.12821	73.0	72.0	4.0
0.15385	48.0	50.0	0.0
0.17949	32.0	48.0	0.0
0.20513	36.0	28.0	0.0
0.23077	24.0	33.0	0.0
0.25641	32.0	31.0	0.0
0.28205	24.0	36.0	0.0
0.30769	14.0	25.0	0.0
0.33333	23.0	14.0	2.0
0.35897	8.0	18.0	1.0
0.38462	22.0	18.0	1.0
0.41026	11.0	29.0	0.0
0.4359	4.0	25.0	0.0
0.46154	9.0	27.0	0.0
0.48718	9.0	9.0	0.0
0.51282	13.0	12.0	0.0
0.53846	9.0	13.0	0.0
0.5641	6.0	17.0	0.0
0.58974	4.0	20.0	0.0
0.61538	7.0	10.0	0.0
0.64103	8.0	17.0	3.0
0.66667	9.0	26.0	0.0
0.69231	4.0	20.0	0.0
0.71795	7.0	12.0	0.0
0.74359	7.0	5.0	0.0
0.76923	5.0	11.0	2.0
0.79487	1.0	2.0	0.0
0.82051	11.0	16.0	1.0
0.84615	10.0	2.0	0.0
0.87179	5.0	11.0	0.0
0.89744	8.0	12.0	0.0
0.92308	7.0	8.0	0.0
0.94872	4.0	5.0	0.0
0.97436	1.0	4.0	0.0
1.0	2.0	15.0	0.0
