f	pi	p0	pw
0.02564	665.0	408.0	5.0
0.05128	214.0	142.0	3.0
0.07692	132.0	85.0	1.0
0.10256	82.0	55.0	3.0
0.12821	72.0	66.0	3.0
0.15385	45.0	61.0	0.0
0.17949	34.0	44.0	0.0
0.20513	38.0	42.0	0.0
0.23077	21.0	25.0	0.0
0.25641	23.0	31.0	0.0
0.28205	24.0	37.0	0.0
0.30769	22.0	35.0	0.0
0.33333	19.0	18.0	1.0
0.35897	14.0	24.0	4.0
0.38462	14.0	31.0	0.0
0.41026	9.0	15.0	0.0
0.4359	10.0	21.0	0.0
0.46154	12.0	26.0	0.0
0.48718	4.0	10.0	0.0
0.51282	11.0	21.0	0.0
0.53846	7.0	25.0	0.0
0.5641	6.0	12.0	0.0
0.58974	5.0	16.0	0.0
0.61538	5.0	8.0	0.0
0.64103	7.0	15.0	1.0
0.66667	5.0	12.0	2.0
0.69231	7.0	13.0	0.0
0.71795	4.0	19.0	0.0
0.74359	9.0	7.0	0.0
0.76923	8.0	13.0	0.0
0.79487	6.0	3.0	0.0
0.82051	16.0	12.0	4.0
0.84615	7.0	1.0	0.0
0.87179	9.0	14.0	0.0
0.89744	0.0	2.0	0.0
0.92308	8.0	8.0	0.0
0.94872	2.0	2.0	0.0
0.97436	2.0	3.0	0.0
1.0	5.0	7.0	0.0
