f	pi	p0	pw
0.02564	676.0	407.0	7.0
0.05128	189.0	130.0	4.0
0.07692	120.0	93.0	6.0
0.10256	76.0	75.0	2.0
0.12821	84.0	91.0	11.0
0.15385	40.0	56.0	0.0
0.17949	28.0	36.0	0.0
0.20513	36.0	46.0	1.0
0.23077	20.0	22.0	0.0
0.25641	21.0	33.0	0.0
0.28205	31.0	26.0	2.0
0.30769	18.0	29.0	0.0
0.33333	28.0	17.0	1.0
0.35897	13.0	25.0	1.0
0.38462	27.0	34.0	0.0
0.41026	15.0	27.0	0.0
0.4359	19.0	17.0	0.0
0.46154	5.0	23.0	0.0
0.48718	8.0	14.0	0.0
0.51282	12.0	15.0	0.0
0.53846	11.0	30.0	0.0
0.5641	6.0	21.0	0.0
0.58974	3.0	14.0	0.0
0.61538	5.0	2.0	0.0
0.64103	4.0	23.0	0.0
0.66667	10.0	19.0	2.0
0.69231	9.0	20.0	3.0
0.71795	7.0	14.0	0.0
0.74359	9.0	6.0	0.0
0.76923	5.0	14.0	0.0
0.79487	6.0	6.0	0.0
0.82051	9.0	15.0	0.0
0.84615	14.0	3.0	0.0
0.87179	3.0	5.0	0.0
0.89744	4.0	8.0	0.0
0.92308	4.0	12.0	0.0
0.94872	6.0	16.0	0.0
0.97436	1.0	0.0	0.0
1.0	7.0	12.0	0.0
