f	pi	p0	pw
0.02564	633.0	405.0	11.0
0.05128	231.0	157.0	3.0
0.07692	131.0	92.0	4.0
0.10256	94.0	77.0	5.0
0.12821	71.0	67.0	3.0
0.15385	42.0	50.0	0.0
0.17949	40.0	40.0	0.0
0.20513	39.0	32.0	1.0
0.23077	17.0	21.0	0.0
0.25641	34.0	27.0	0.0
0.28205	20.0	27.0	0.0
0.30769	21.0	34.0	0.0
0.33333	18.0	26.0	1.0
0.35897	12.0	21.0	0.0
0.38462	23.0	25.0	2.0
0.41026	6.0	29.0	1.0
0.4359	8.0	23.0	0.0
0.46154	12.0	37.0	0.0
0.48718	5.0	11.0	0.0
0.51282	14.0	9.0	0.0
0.53846	6.0	10.0	0.0
0.5641	6.0	22.0	0.0
0.58974	5.0	13.0	0.0
0.61538	5.0	11.0	0.0
0.64103	7.0	11.0	1.0
0.66667	8.0	20.0	3.0
0.69231	7.0	18.0	1.0
0.71795	6.0	17.0	0.0
0.74359	8.0	3.0	0.0
0.76923	11.0	13.0	2.0
0.79487	11.0	2.0	0.0
0.82051	10.0	7.0	0.0
0.84615	13.0	1.0	0.0
0.87179	8.0	11.0	0.0
0.89744	5.0	9.0	0.0
0.92308	9.0	13.0	0.0
0.94872	11.0	7.0	0.0
0.97436	1.0	4.0	0.0
1.0	8.0	10.0	0.0
