f	pi	p0	pw
0.02564	665.0	396.0	11.0
0.05128	216.0	151.0	5.0
0.07692	127.0	83.0	4.0
0.10256	87.0	82.0	5.0
0.12821	80.0	74.0	4.0
0.15385	43.0	66.0	0.0
0.17949	52.0	33.0	0.0
0.20513	35.0	24.0	1.0
0.23077	19.0	36.0	0.0
0.25641	27.0	28.0	0.0
0.28205	25.0	35.0	2.0
0.30769	7.0	27.0	0.0
0.33333	14.0	21.0	1.0
0.35897	8.0	21.0	1.0
0.38462	30.0	24.0	1.0
0.41026	16.0	24.0	2.0
0.4359	17.0	23.0	0.0
0.46154	5.0	30.0	0.0
0.48718	5.0	12.0	0.0
0.51282	4.0	13.0	0.0
0.53846	7.0	18.0	0.0
0.5641	7.0	14.0	0.0
0.58974	1.0	11.0	0.0
0.61538	8.0	10.0	0.0
0.64103	10.0	17.0	3.0
0.66667	7.0	13.0	3.0
0.69231	5.0	13.0	0.0
0.71795	10.0	14.0	0.0
0.74359	7.0	3.0	0.0
0.76923	9.0	17.0	1.0
0.79487	7.0	4.0	0.0
0.82051	16.0	9.0	3.0
0.84615	7.0	5.0	0.0
0.87179	9.0	15.0	0.0
0.89744	8.0	7.0	0.0
0.92308	1.0	5.0	0.0
0.94872	3.0	8.0	0.0
0.97436	1.0	1.0	0.0
1.0	4.0	9.0	0.0
