f	pi	p0	pw
0.02564	681.0	369.0	16.0
0.05128	224.0	161.0	6.0
0.07692	128.0	104.0	4.0
0.10256	96.0	85.0	6.0
0.12821	66.0	75.0	5.0
0.15385	34.0	57.0	0.0
0.17949	40.0	32.0	0.0
0.20513	33.0	40.0	1.0
0.23077	19.0	21.0	0.0
0.25641	26.0	35.0	0.0
0.28205	22.0	37.0	0.0
0.30769	26.0	39.0	0.0
0.33333	19.0	19.0	1.0
0.35897	15.0	20.0	0.0
0.38462	30.0	18.0	0.0
0.41026	9.0	18.0	0.0
0.4359	11.0	18.0	0.0
0.46154	10.0	32.0	0.0
0.48718	6.0	16.0	0.0
0.51282	10.0	12.0	0.0
0.53846	10.0	16.0	0.0
0.5641	5.0	14.0	0.0
0.58974	3.0	20.0	0.0
0.61538	7.0	8.0	0.0
0.64103	10.0	22.0	0.0
0.66667	8.0	21.0	0.0
0.69231	8.0	17.0	2.0
0.71795	9.0	15.0	0.0
0.74359	13.0	7.0	0.0
0.76923	1.0	14.0	0.0
0.79487	10.0	6.0	0.0
0.82051	10.0	8.0	1.0
0.84615	8.0	5.0	0.0
0.87179	7.0	13.0	0.0
0.89744	6.0	7.0	0.0
0.92308	8.0	8.0	0.0
0.94872	3.0	5.0	0.0
0.97436	3.0	3.0	0.0
1.0	5.0	7.0	0.0
