f	pi	p0	pw
0.02564	655.0	412.0	13.0
0.05128	236.0	130.0	3.0
0.07692	131.0	100.0	4.0
0.10256	92.0	70.0	3.0
0.12821	70.0	70.0	7.0
0.15385	43.0	51.0	0.0
0.17949	25.0	42.0	0.0
0.20513	50.0	39.0	1.0
0.23077	13.0	27.0	0.0
0.25641	32.0	26.0	0.0
0.28205	24.0	30.0	1.0
0.30769	17.0	29.0	0.0
0.33333	23.0	22.0	1.0
0.35897	5.0	14.0	0.0
0.38462	28.0	21.0	4.0
0.41026	9.0	20.0	0.0
0.4359	12.0	15.0	0.0
0.46154	7.0	32.0	0.0
0.48718	5.0	16.0	0.0
0.51282	20.0	12.0	0.0
0.53846	3.0	17.0	0.0
0.5641	11.0	16.0	0.0
0.58974	4.0	13.0	0.0
0.61538	7.0	6.0	0.0
0.64103	1.0	21.0	0.0
0.66667	7.0	17.0	0.0
0.69231	8.0	11.0	1.0
0.71795	5.0	9.0	0.0
0.74359	7.0	9.0	0.0
0.76923	13.0	14.0	1.0
0.79487	7.0	6.0	0.0
0.82051	14.0	10.0	1.0
0.84615	2.0	1.0	0.0
0.87179	8.0	8.0	0.0
0.89744	4.0	10.0	0.0
0.92308	8.0	15.0	0.0
0.94872	5.0	8.0	0.0
0.97436	3.0	4.0	0.0
1.0	3.0	7.0	0.0
